Date,m_t,IBM,CSCO,AAPL,MSFT,ORCL,INTC,TXN,QCOM,AMAT,ADBE
2008-05-19,-893.2794,-0.69392425,-0.2477132,-1.0329834,-1.0248743,1.5143765,-0.22400755,1.015228,0.26497918,-0.1665946,0.39535645
2008-05-20,-878.1889,-0.6921784,-0.92708945,0.44486046,-1.38772,-0.5778878,-1.3394092,-0.5497844,-1.2811296,-0.8748431,-1.0107208
2008-05-21,-1018.9209,-0.8083392,-0.8350784,-1.8335131,-0.97216785,-0.33914435,-0.7396266,-0.09678317,-0.021266216,-0.40732086,-0.75827897
2008-05-22,-1178.7996,0.47061312,0.3844607,-0.3484811,0.3923395,0.59234834,0.33733287,-0.45732003,-0.3943179,0.54236805,0.50365424
2008-05-23,-1084.8822,-0.28524217,-0.8301233,0.82808316,-0.7862632,-0.7124224,-0.80380434,-0.15413526,1.5208868,-0.52309257,-0.14195843
2008-05-27,-1134.6888,1.43645,0.8721982,1.038278,0.71004075,1.3666569,0.2926722,0.7728048,0.79263914,1.2490832,0.81290376
2008-05-28,-951.5581,1.0247474,-0.08788581,0.034776587,-0.51827925,0.22976355,-0.24889849,0.17030293,-0.4450247,-0.06510365,0.9430844
2008-05-29,-1007.0764,0.03728884,1.1710535,-0.16626485,0.24296702,-0.030538905,-0.58837646,0.24949265,0.62947214,0.1524313,1.0305319
2008-05-30,-733.30304,-0.17751257,0.91959286,0.4127055,0.0024423709,0.07529428,0.037834454,-0.3542272,-0.723377,0.33073887,0.3064784
2008-06-02,-774.5127,-1.0623122,-0.67886186,-0.74603546,-1.1238989,-0.34821042,0.0028531211,-0.5578594,-0.8689618,-0.7560053,-0.6181471
2008-06-03,-799.7134,0.1966661,-0.02838999,-0.27607864,-1.0668904,0.43406343,-0.49546108,-0.84092253,-0.7630492,-1.055259,0.10141433
2008-06-04,-697.7106,-0.18449199,0.7599324,-0.14628606,0.49530932,-0.024944484,0.9368659,0.5586549,1.1656383,0.57478887,0.8042896
2008-06-05,-623.89044,0.42665407,1.4312645,1.0052536,1.6957037,0.52455103,0.6578113,0.053930584,0.68965095,0.09032258,-0.3592783
2008-06-06,-769.5768,-1.8073933,-1.7837508,-1.026212,-1.755337,-1.4719589,-1.7470839,-1.2044195,-2.0981832,-0.8806624,-1.7090112
2008-06-09,-1151.175,0.39285198,-0.16496044,-0.9627333,0.40652213,0.15065269,-0.2603282,0.083995126,-0.1488312,0.061142188,0.19840911
2008-06-10,-980.93896,-0.003757083,-0.116419196,0.8176349,0.34741664,-0.13064921,-0.16706045,-1.3726797,0.14079082,0.056420762,-0.7691968
2008-06-11,-762.82184,-1.4108313,-1.3236071,-1.3125849,-1.6978693,-0.91092134,-1.6510394,-1.063468,-1.1327931,-0.5358271,-1.0800796
2008-06-12,-919.1335,0.25910065,0.5492298,-1.9185562,2.266267,-0.46224076,0.4127643,-0.36240634,2.190889,1.2536283,0.27211216
2008-06-13,-911.1557,1.1012615,0.7175799,-0.3173609,1.6244985,1.5407282,1.072899,0.9093717,0.71496063,1.4068114,1.9221923
2008-06-16,-779.33044,0.23993525,-0.19322649,1.070334,-0.30435136,0.59632695,0.32994598,-0.022014063,-0.5144099,1.3212053,0.18008548
2008-06-17,-822.0332,-0.84645027,-0.5494739,1.0479541,-0.27816206,-0.8489796,-0.536271,-0.40793544,-0.9093148,-0.6763042,-1.5837681
2008-06-18,-770.9246,-0.5187096,-1.3014166,-0.7812806,-0.72743994,-0.20959744,-0.5853731,-0.91954875,0.2709325,-0.22522825,-0.49897492
2008-06-19,-879.8775,0.38909462,0.43296552,0.42300463,0.9250014,0.49473315,0.9955054,0.90467846,0.92191875,0.2576999,1.2103852
2008-06-20,-692.5486,-1.2178026,-1.7460114,-1.6038232,-1.5325208,-1.2648445,-0.9224483,-0.97643334,-1.7099042,-0.82443553,-1.6359214
2008-06-23,-788.5154,0.32922572,-0.18533896,-0.6492077,-0.56564564,-0.067947105,-0.050732087,-0.64368856,-0.7620181,-0.7233504,-0.18264607
2008-06-24,-832.4907,-0.04137514,-0.1420262,-0.0746684,-0.516453,0.280985,0.060333863,-0.02218601,-1.5019561,0.42387575,1.1791012
2008-06-25,-803.77826,0.5291401,0.41347829,0.9672165,1.2900134,0.6256412,0.40590346,1.0070184,0.66568804,1.1904781,1.1004748
2008-06-26,-627.9103,-1.8504145,-1.854774,-2.6796703,-1.3761537,-2.4273963,-2.0570347,-1.6389405,-2.04371,-2.4943154,-1.6967702
2008-06-27,-861.65625,-0.60251313,-0.4178701,0.37728295,-0.2621157,-0.30446872,-0.21910101,-0.360376,0.36355293,-0.2501331,-1.1633892
2008-06-30,-909.43207,-0.834353,-0.68835986,-0.7703187,-0.25616348,-0.65049946,-0.047494587,-0.6036266,-1.3104717,-0.43076655,-0.4542361
2008-07-01,-931.7805,0.34308457,-0.21710214,1.701936,-1.326419,0.63498545,0.14015336,-0.88825387,1.1996305,0.35647973,1.1663783
2008-07-02,-986.658,-0.13040844,-0.60503054,-1.6705148,-2.060568,-1.0848596,-1.2269883,-0.76511186,-0.8263633,-0.99369514,-0.6261032
2008-07-03,-1006.2935,0.18261988,0.5540502,0.37701523,0.20254725,-0.22709899,-0.54174507,0.35501435,-0.12843062,-0.22865076,0.6804638
2008-07-07,-1032.6255,0.9470253,-1.0710071,1.096449,0.097360685,0.751331,0.07055314,-0.057424113,0.15337875,0.30323204,-0.73583895
2008-07-08,-832.0484,1.1784314,0.6321615,1.0037955,-0.41864672,1.0185211,0.38166246,0.28121963,1.8385274,-0.07095219,-0.06872741
2008-07-09,-556.7542,-1.890222,-3.0680046,-1.5946071,-1.5980701,-1.0638795,-2.354005,-1.5960115,-1.0304763,-2.2630699,-1.6930851
2008-07-10,-505.22403,1.459567,1.3058809,0.5819281,0.5352375,0.38344967,1.6698166,0.9703314,1.3326168,1.0869024,1.7162546
2008-07-11,-741.48193,-0.5900725,-0.6967933,-1.1781662,-0.4961898,-0.7439331,0.0065375594,0.30568168,0.0055852374,-0.9753706,-0.41565773
2008-07-14,-787.9447,-0.3419363,-1.1591709,0.2426245,-0.25183824,-1.1528463,-0.3730995,-0.6858963,-0.5621421,-0.34025833,-1.0140102
2008-07-15,-817.46497,0.8135978,-0.58813465,-1.2045418,2.2740252,-0.475166,0.44650173,-0.10637133,-0.96444386,0.62703055,1.7603168
2008-07-16,-536.18945,1.399529,0.12141844,0.82588404,2.6694202,0.42121136,0.37004635,1.6831387,-0.061885297,0.5293027,1.4654269
2008-07-17,-334.4382,0.2766716,1.0663706,-0.38770726,0.5953637,0.97109574,2.118047,1.7968303,-1.5150541,0.76221746,0.5889403
2008-07-18,-44.946514,1.7224092,0.31533408,-2.0343478,-4.1857533,0.7170129,0.15167092,-0.53555983,-0.49486652,-0.9415225,0.5005761
2008-07-21,-27.404163,-0.6418235,0.4110512,0.250898,-0.6238558,-0.21300691,-0.038359415,-0.52229327,-0.02924033,-1.1460632,-0.83040184
2008-07-22,-114.05319,0.67057866,0.11208063,-1.3638945,0.3610469,1.1198653,-0.040220566,-7.609641,-1.3385185,-1.0676038,-0.9130475
2008-07-23,92.66759,-0.2460942,0.5928923,1.2145706,1.4897585,-0.20014802,0.35498536,1.2104383,0.6137583,0.36722636,1.6065094
2008-07-24,302.4791,0.22782397,-0.8719418,-2.0796332,-2.3619802,-1.1140482,-1.1647346,-2.0113182,6.3564615,-1.384869,-1.0194242
2008-07-25,355.27533,-0.66664344,1.2981014,0.72371346,1.5944163,-0.001344669,0.5922789,0.18389086,1.4323366,0.057684325,0.20933685
2008-07-28,479.65283,-0.99862903,-0.8526111,-1.6048763,-1.504473,-0.44050276,-0.61554325,-0.075063154,-0.7855555,-0.6982152,-0.83088326
2008-07-29,398.15668,0.65752673,0.81998587,0.58749634,1.3222467,1.3909023,0.9801839,0.6931824,1.0085545,0.5962331,1.0336323
2008-07-30,493.4472,0.5417552,-0.47842866,0.49547967,0.20456429,-0.22220597,-0.012732463,0.31878075,0.420339,0.3802638,0.22784594
2008-07-31,345.6964,-0.40079167,-0.3861324,-0.31559855,-1.225969,0.43160653,-0.093380064,-0.23160735,-0.2991556,0.18518676,0.16054186
2008-08-01,427.71243,-0.59586495,-0.024435867,-0.5746507,-0.68917835,-0.056909967,0.26290542,-0.42865774,0.017729254,0.382411,-0.081999004
2008-08-04,329.31274,0.4389735,-0.028485874,-1.0290674,-0.43645126,-0.49832484,0.27689415,-0.008355532,-2.030004,0.66594654,0.10410852
2008-08-05,568.7457,0.578905,1.1508317,1.2442756,1.9334985,1.7103405,1.0678245,1.2310654,1.8416488,0.33042014,1.7949827
2008-08-06,680.4562,0.34887058,2.0949194,0.5170267,1.5567908,1.0761805,-0.35869163,0.08160373,-0.15524705,-0.26852435,0.1909957
2008-08-07,664.26776,-0.021092294,-0.5828066,-0.13811913,0.674286,-0.17659307,1.4070182,0.11204737,-0.16371134,0.9149244,-0.21266468
2008-08-08,687.039,-0.07273682,1.0592275,0.87686384,1.3546556,1.2386572,0.87718534,0.926481,0.24815066,0.49856874,1.5601872
2008-08-11,902.12415,-0.821335,0.55728203,0.6877486,-0.4232894,-0.6524261,0.24211864,0.53101623,-0.8893594,-0.49867603,0.5644072
2008-08-12,971.85913,-0.4936238,-0.1848293,0.5633406,0.33474463,-0.26165894,0.22892459,0.3271541,-0.15678309,-0.030793956,-0.1477539
2008-08-13,1043.279,0.26484823,-0.28689775,0.4618395,-0.3532867,0.16941948,-0.5437533,-0.35975584,0.66428834,1.3247033,0.21996021
2008-08-14,893.4936,0.48431957,0.5409643,-0.046091113,-0.032070585,0.2786696,0.37650642,-0.5531702,0.5270982,-0.38879293,-0.33845535
2008-08-15,1035.2875,-0.17612585,0.3533164,-0.7766274,-0.1818452,-0.18273589,-0.11349273,-0.3684141,-0.017071743,0.2359473,-0.13202721
2008-08-18,1078.8906,-0.62311894,-0.62002915,-0.1290863,-0.20658901,-0.41651127,-0.32474333,-0.4108787,-0.617642,-0.8468076,-0.64905095
2008-08-19,1139.3911,-0.71789026,-0.36788696,-0.4441314,-0.41008198,-0.29865146,-0.562351,-0.6197373,-0.3425673,-0.6150742,-0.21176818
2008-08-20,1008.51776,0.022337344,-0.018030247,0.40956247,-0.073791884,0.1577976,-0.27175823,-0.6143841,0.064357094,0.0022423035,0.42779458
2008-08-21,966.953,0.23063785,-0.0043308744,-0.35390943,-0.213477,-0.5431835,-0.49613193,-0.039606486,-0.17366068,-0.2141302,0.20229
2008-08-22,657.0412,0.85615975,0.741113,0.32253098,1.2280017,0.66964793,0.71065885,0.37915412,0.39116833,0.18522169,0.35308546
2008-08-25,970.0814,-0.7740417,-0.76027,-0.87983334,-0.3257153,-0.74212635,-0.77085817,-0.504794,-0.93887985,-0.6673124,-0.845762
2008-08-26,933.9742,-0.10605891,-0.15917747,0.15458399,-0.69611794,-0.08699005,0.30192116,-0.12814838,-0.26386735,0.07162964,-0.1893975
2008-08-27,753.46075,0.39838794,0.39422667,0.1141609,0.49935383,0.3150649,0.42083123,0.1284894,0.42079273,0.16396019,0.65330577
2008-08-28,619.5164,0.54295933,0.44371375,-0.18101068,0.6895136,0.5093298,0.28628382,0.5086669,-0.12655842,0.29743695,0.16709518
2008-08-29,762.32355,-1.1624595,-0.9594156,-0.69859093,-1.2385416,-1.149538,-1.1386232,-0.2959016,-0.87787473,-1.0751909,-1.1151142
2008-09-02,773.28015,-1.3896227,-0.4855998,-0.58083063,-0.39373112,-0.6262733,-0.46241367,-0.14541379,-1.0006853,-0.26434654,0.054185104
2008-09-03,1166.2792,0.022364613,-0.6669214,0.11108706,-0.3169242,-0.54650515,-1.5526865,-1.3756002,-1.2331164,-1.1998005,0.2365145
2008-09-04,1157.9816,-1.2793833,-1.6189622,-1.3229076,-0.86465865,-2.0142055,-1.6033224,-1.662666,-0.49210295,-0.6681445,-0.6181082
2008-09-05,1188.591,-0.21807945,-0.02862353,-0.28704274,-1.0983219,0.23798428,0.18935351,0.33894652,-0.5963563,0.6553747,-0.85951024
2008-09-08,1173.0038,1.2313689,1.7424557,-0.5677784,0.7270085,-1.3466032,0.62536347,-0.4228229,-0.963546,0.27478266,0.53560305
2008-09-09,1120.7076,-0.86057687,-0.62322104,-1.5260367,-0.04891324,-0.14761855,-1.0241779,-1.079716,-0.49056944,-0.82302606,-0.5566114
2008-09-10,1234.1597,1.2212931,0.03541117,-0.069852255,0.49677476,-0.008248196,-0.23196134,0.19192743,0.74567366,-0.95636004,-0.0039944802
2008-09-11,1325.3822,0.48726177,0.096242085,0.17409785,1.2221552,0.323495,0.09924551,0.487748,1.5193273,0.3757275,0.25428644
2008-09-12,1441.4841,-0.020751419,0.5824177,-0.7823817,0.3444518,0.4235135,0.012617789,-0.08593043,-0.7505321,-0.6700372,-0.33836743
2008-09-15,1339.3069,-1.3580089,-1.5904236,-1.9720888,-1.0686626,-0.97831625,-1.236564,-0.3889157,-0.7406296,0.14216729,-1.6358682
2008-09-16,1519.728,0.36549103,0.59262496,-0.13959041,-0.98944604,-0.07090218,0.24370961,0.9417058,0.6779773,0.26907262,0.077641636
2008-09-17,1694.8453,-1.4360098,-1.2650447,-2.3746595,-1.553737,-1.3344531,-1.2593418,-0.69911027,-1.8050584,-1.2506698,-1.1951716
2008-09-18,1116.6272,1.559623,1.6242764,1.6862272,1.154137,1.181857,1.3249583,0.9958749,1.2023025,0.38381615,2.7389488
2008-09-19,1006.45734,1.581534,2.328416,1.685829,-0.20350952,2.323698,-0.026751459,1.2722231,1.3499655,-0.10451137,1.0364907
2008-09-22,805.6318,-1.1110476,-1.8837602,-2.0742297,0.43634513,-0.56971633,-1.4095339,-1.4369583,-1.9978123,-0.88110876,-1.3889053
2008-09-23,69.21339,-0.4847403,-0.9033632,-1.7297745,0.04087332,-0.14928915,0.2539092,-1.4247934,-0.16075142,0.13287014,-0.37933004
2008-09-24,589.59906,0.53647643,0.102678195,0.34626344,0.54662776,0.5058813,0.13675936,0.11603121,-0.54334426,0.12444728,0.5899034
2008-09-25,658.5489,1.6643976,1.1177343,0.5899986,1.7596251,0.9671283,-0.26283714,0.96071744,0.89613,0.7475358,0.37542996
2008-09-26,562.4504,-0.29771957,0.5507391,-0.8260431,1.5594542,0.2851166,1.2655923,0.9450493,-0.60788727,-0.19942372,0.1837158
2008-09-29,627.9288,-2.2558537,-3.4779634,-5.143835,-4.9514613,-3.5540648,-4.005838,-3.0248559,-4.95764,-2.942427,-3.5497801
2008-09-30,1069.4406,1.0717854,1.2668794,2.7258277,2.8099992,2.65676,2.8517053,-0.04173626,2.3669205,0.9595509,2.7152421
2008-10-01,817.66876,-3.0182412,-1.0395842,-1.202196,-0.42943582,-0.793516,-0.4006922,0.2133218,-1.180845,-0.40733457,-1.1209954
2008-10-02,800.0413,-2.5251489,-1.3192422,-2.4427385,-0.47493196,-0.66865534,-2.706569,-1.7293344,-0.813562,-1.5557752,-2.6137056
2008-10-03,1085.3566,-0.5452014,0.08564628,-1.174746,0.09582845,-0.009318225,0.25506625,0.64348763,0.20973037,-0.21436393,-1.3067478
2008-10-06,1118.6445,-1.2491535,-1.3696117,0.34295592,-2.3418133,-2.0700057,-0.7234296,-0.7245411,-0.5290783,-1.4329093,-2.732248
2008-10-07,1401.5927,-2.10906,-2.7168214,-3.009613,-2.4163973,-2.7077942,-1.6596279,-1.8875732,-0.8296716,-2.5164232,-1.7881435
2008-10-08,1248.032,-2.4229279,-0.9365854,0.19082274,-0.37689337,0.2012217,0.5158575,-0.3054845,1.4656771,0.23007286,1.3100035
2008-10-09,1246.9635,-0.72726196,-2.2629507,-0.4611138,-1.2230632,-1.303529,-1.2974774,-1.4941235,-1.1064355,0.6985273,-1.9381979
2008-10-10,1356.3934,-0.55829686,0.08647737,2.7315762,-1.310001,0.9138625,-0.78876996,1.0973922,-0.5696893,-0.25851643,-0.824613
2008-10-13,1874.707,1.7474636,2.91979,3.1426706,4.259707,3.3562202,2.8425002,1.4512175,2.0840297,1.0791873,2.5938232
2008-10-14,1649.8649,0.6369191,-1.1145247,-1.5650522,-1.6136221,-1.870006,-1.7199602,-2.1337657,-1.3766698,-1.2065874,-0.9289957
2008-10-15,1734.7552,-2.066605,-3.1213977,-1.5867776,-1.6576741,-2.949939,-1.5486342,-2.477834,-2.8857071,-2.366025,-2.7611785
2008-10-16,1932.272,1.2485545,1.7513388,0.9147132,1.5927471,1.6947339,1.4572781,0.40925846,1.6988013,1.6973141,1.4808022
2008-10-17,2202.0732,-0.16377313,0.2158522,-1.0609239,-0.20955217,0.048208512,-0.4454107,-0.0012290681,0.46285996,-0.8108972,0.39825827
2008-10-20,2064.8118,0.64764875,1.3703619,0.21683651,0.75675595,1.6574122,0.8419044,0.4515805,0.29894584,1.1507403,0.87419635
2008-10-21,1894.4213,-1.2810731,-1.5226507,-1.8110915,-1.3736815,-0.7019622,-1.1690705,-1.8318976,-2.4364407,-0.933708,-1.3179584
2008-10-22,2051.9731,-1.8141369,-0.5969429,1.3072193,-1.8361764,-0.7564897,-0.9505615,-0.92618513,-0.6639575,-0.9601714,-1.7334456
2008-10-23,2309.2993,0.31362927,-0.20257272,0.28707093,0.78235805,-0.2968823,-0.030869588,1.1039144,-0.24608983,-0.4402441,-0.30987817
2008-10-24,2340.844,-0.6705555,-1.1901073,-0.45672753,-0.31374028,-1.0424004,-0.25372413,-0.20780958,-0.19292977,0.031833656,-0.85522723
2008-10-27,2522.9683,-0.6813362,-0.27299273,-1.0437325,-0.7099131,-0.58639044,0.023764968,0.8749114,-0.6163318,-0.16403446,-0.13761203
2008-10-28,2555.7783,2.344928,2.6791542,1.7966074,1.7965473,2.4075935,2.051979,2.1128793,2.6482158,1.4743608,2.6771266
2008-10-29,2509.7869,0.3348418,-0.4973744,0.9896036,-0.060517583,-0.41282168,-1.0634079,-1.4940388,-0.5473231,-0.6209992,-0.16876902
2008-10-30,2081.3467,0.915416,-0.09235572,1.3724072,-0.34323815,1.4710758,1.8403757,1.3545376,1.0619875,0.12595806,0.08335098
2008-10-31,2152.9119,0.7980813,-0.012568575,-0.7574326,-0.2696481,-0.034537863,-0.1198243,0.5277667,-0.8651543,1.1778799,-0.13584755
2008-11-03,1922.5076,-0.034820266,-0.8127844,-0.17503233,0.33088633,0.06624616,-0.5260561,-0.95711935,-0.7198867,0.04597419,0.46514797
2008-11-04,2117.7498,0.30010712,1.4969641,0.82602096,0.8972439,0.77115065,0.9246969,0.21161796,0.44461486,0.4625701,1.5312353
2008-11-05,1490.202,-1.4948126,-1.6585119,-2.1229806,-2.0544734,-1.7951843,-1.9726777,-1.4145803,-2.3106682,-1.7476368,-1.7471148
2008-11-06,1769.5286,-1.6951948,-0.70436674,-1.0826341,-1.466912,-1.5727541,-2.0812867,-1.9062409,-1.6913605,-3.0430272,-2.364037
2008-11-07,2110.504,0.46060708,0.88057494,-0.23294877,0.67299163,0.99712163,1.2471985,0.089621104,1.7286808,0.6554571,0.061591025
2008-11-10,2094.5999,-0.78327435,0.0003026434,-0.59646076,-0.18733524,0.049457304,-0.3609218,-0.47944558,-0.24666786,-0.9333564,0.3264813
2008-11-11,1799.3737,-0.41114536,-0.5914181,-0.32619557,-0.10700786,-0.42502758,-0.6955201,-0.07975893,-0.1951914,-0.15893565,-1.1911545
2008-11-12,2144.8743,-1.0194587,-0.84873456,-1.1908695,-0.9305619,-1.1960229,-0.5809352,-0.8301354,-1.6947049,-1.2695305,-1.5726959
2008-11-13,2451.8738,1.4791442,0.8960917,1.4922615,0.9668189,1.6369109,1.3170208,1.345518,1.3284513,2.12135,2.1116464
2008-11-14,2303.8584,-1.2242668,-0.815348,-1.5319208,-1.1868912,-1.1046064,-1.5597273,-1.838793,-1.2060733,-1.8228345,-1.6691463
2008-11-17,2270.3623,-0.9358064,-0.540093,-0.563309,-0.7718259,-0.6917597,-0.4336371,-0.32848063,-0.88408285,-0.41965038,0.4515691
2008-11-18,2307.4006,0.9730318,0.33346057,0.4214886,0.49100128,0.85781956,0.23773268,-0.14841402,0.08301466,-0.8977939,-0.10670381
2008-11-19,2315.4,-1.3685019,-1.8858663,-0.95710367,-1.4474618,-1.4367115,-0.9133236,-1.8874506,-1.2599359,-2.068574,-0.88757926
2008-11-20,2248.9963,-1.5398444,-0.9067702,-1.6123257,-0.8797712,-0.90651387,-0.3696348,-1.0575482,-0.6094112,-0.6161948,-0.81435865
2008-11-21,2599.189,1.1212984,0.97709346,0.54837805,2.382127,1.3243581,1.3363402,0.9485662,0.5987379,0.36810118,0.62381643
2008-11-24,2336.0984,1.8214064,1.7033153,2.6414204,1.0715504,0.3689194,0.7434937,0.8933609,1.7479457,0.92963415,0.36361519
2008-11-25,1777.7927,0.40520495,-1.6670129,-0.6243001,-0.89282584,-1.1317706,-0.7696821,-1.353657,-0.12024372,-0.3652473,0.7640399
2008-11-26,2182.1672,0.4330434,1.4020362,1.0075939,0.55963105,0.24883436,1.3945031,1.5182544,0.49206078,1.9553844,0.8790002
2008-11-28,1714.1812,0.034832675,0.2707871,-0.67635435,-0.35190567,-0.080433205,-0.26149887,0.06731118,0.08580145,-0.39502355,-0.15789971
2008-12-01,1762.3143,-2.0681775,-2.7476323,-1.0775402,-2.1957288,-1.1042418,-2.3994586,-3.1154325,-3.0940816,-1.7372127,-2.2547593
2008-12-02,2169.734,1.161906,0.5569723,0.8671272,0.64649326,0.5077656,1.2670902,1.0655472,0.4096477,0.19272158,1.00347
2008-12-03,2364.459,0.34588578,0.96005225,0.79253954,0.7934906,0.49279058,0.6258591,0.93177676,-0.1907434,0.55371684,0.5232499
2008-12-04,2367.0593,-1.0222516,-0.9227137,-1.107034,-0.7843634,-0.9985737,-1.2699972,-1.2601172,-0.17813498,0.343096,-1.9277872
2008-12-05,2679.3523,1.0243669,0.7979297,0.6019912,0.8227855,1.1664019,0.77617127,0.10081975,1.0949084,0.72030926,1.1704103
2008-12-08,2987.419,1.212036,1.5614877,1.3364505,1.188086,0.8564742,0.8547912,0.3228775,0.8703645,-0.008543663,0.86976236
2008-12-09,2679.2324,-0.550708,-0.09929664,0.052594475,-0.37020546,-0.12321711,0.51762307,0.9877993,0.02485459,0.42273498,0.28650957
2008-12-10,2763.738,0.11766522,0.20314804,-0.44200787,0.041144036,0.5411532,0.021732075,0.20844455,0.5119761,0.033853248,0.50082666
2008-12-11,2477.0957,-0.6450581,-0.50467825,-0.77009445,-1.1592014,-1.2157478,-0.2864682,-0.88405764,-1.1623023,-0.47943023,-1.0495566
2008-12-12,2002.7678,0.6986674,0.129495,0.7684024,-0.08783047,0.60147774,1.2658094,0.7501095,0.949387,0.71411884,0.26916066
2008-12-15,2195.1245,0.26802737,-0.18798663,-0.86516804,-0.33688596,-0.5638972,-0.16377503,-0.21949644,-0.09293288,-0.47760302,-0.97537583
2008-12-16,2252.4133,1.2729104,0.7655996,0.13369066,1.1882136,1.163748,1.5096668,1.216392,1.3753526,0.9008356,0.9353336
2008-12-17,2276.744,-0.11117992,-0.7351708,-1.5705228,-0.4540674,-0.7315752,-0.43815967,-0.08797981,-0.60345584,-0.1561364,-0.5472549
2008-12-18,2587.491,-0.46450835,-0.21254113,0.04280007,-0.34688118,-0.16608508,-1.1854378,-1.6774108,-0.59117377,-0.87407386,-0.24581249
2008-12-19,3009.8496,-0.05634824,-0.023740439,0.12727307,-0.16048586,1.3480273,0.26302695,-0.0059932447,0.4322276,0.019818285,0.71397674
2008-12-22,3333.364,-0.3140303,-0.33069134,-1.1928247,0.10412566,-0.29262003,-0.06486383,-0.5218608,-0.18800406,0.005451098,-0.90051794
2008-12-23,2546.1548,-0.35780478,-0.15608713,0.14093623,0.13458581,-0.27273664,-0.29147404,-0.71047,-0.39526305,-0.7022309,-0.09435498
2008-12-24,2473.152,0.04397191,0.15169045,-0.3762571,-0.08963569,0.028437836,0.2799776,0.266483,-0.041901276,0.15416768,0.18711239
2008-12-26,2770.3015,0.30319265,-0.0933284,0.18029784,-0.0112072565,0.13014576,-0.0032289054,-0.17521462,0.106803335,-0.23704255,-0.008402588
2008-12-29,2431.8538,0.043773875,-0.33073947,0.18139212,-0.15672614,-0.26914352,-0.0035554573,0.47032002,-0.22539207,0.15679725,-0.49989828
2008-12-30,1992.857,0.95668393,0.34928763,-0.12021035,0.48374173,0.9169371,0.97720623,0.84847015,0.57411605,0.6598916,0.5903387
2008-12-31,2161.2024,0.28182763,0.11198148,-0.28221714,0.13566744,-0.13250084,0.024379745,0.5569325,0.5459024,-0.06498811,0.27210182
2009-01-02,1598.5796,1.5315307,1.2036957,1.6253649,1.3455455,1.1300454,1.0922761,0.9922791,0.9579139,1.2329905,1.9790227
2009-01-05,1298.8564,-0.22519389,0.30982864,1.3309007,0.34200284,-0.5530822,-0.57264656,-0.40499857,-0.53031063,-0.044552416,0.1711586
