Date,m_t,IBM,CSCO,AAPL,MSFT,ORCL,INTC,TXN,QCOM,AMAT,ADBE
2000-09-26,412.66653,-1.8465904,-1.5320548,-1.5033282,1.290151,0.3566709,-1.8357759,-2.4089167,1.7561446,-1.13864,0.98050195
2000-09-27,392.5217,-0.54522836,1.5910378,-1.9710016,-2.0144804,0.22668794,0.48640433,-0.6078257,-0.3450922,-0.9310366,-0.7166176
2000-09-28,367.91013,-1.3830357,1.5528169,3.5181046,0.6066227,0.832727,0.4804627,-1.2256889,0.9641851,-0.05102673,3.0911865
2000-09-29,615.88336,-1.2207047,-2.8653371,-19.078348,-0.9363023,-1.2941405,-2.5357919,0.3827796,-1.7808635,-2.540753,-1.1486566
2000-10-02,514.9693,2.5316148,0.16120894,-1.8318202,-1.1673905,0.0014885433,-1.3645536,2.0090828,-0.031631295,-1.6244444,1.8365158
2000-10-03,294.75876,-3.8439448,0.57872593,-3.8706357,-2.7385714,-5.378728,0.1605422,-1.1067905,0.5936331,-3.592352,0.14386609
2000-10-04,315.14096,2.04395,1.7748083,2.451254,-1.2660111,-0.85508335,1.6039077,1.6782442,3.1288679,1.7675534,-1.2984244
2000-10-05,420.0803,-0.5928761,-0.7510294,-2.5305932,-0.12228761,0.11238353,-0.9580795,-1.6168841,2.057757,-0.7641844,-2.3260717
2000-10-06,577.2098,1.3605328,-0.97226745,0.108296864,0.13441296,-0.38733828,-1.0065882,-1.6006492,-2.324005,0.6246419,-0.17559005
2000-10-09,600.8264,0.91845524,-1.7998329,-0.567812,-1.4096476,-0.49477437,-0.845494,-1.2815582,0.65137374,0.9109715,0.5357743
2000-10-10,388.2819,-1.5311972,-2.123905,-1.6501262,0.3460115,-1.3421229,-1.5556266,-2.007889,0.07763214,-4.7125354,-1.5385082
2000-10-11,199.87723,-1.5869042,0.024998704,-3.1583002,1.2804213,-1.6741893,-2.4577491,-1.5173198,-5.369821,1.8989196,1.9872466
2000-10-12,65.28401,-5.3637457,-1.4620233,0.8621907,-1.6776365,0.5498747,1.9606224,-2.5721822,-4.2001796,-2.9382453,-6.0115194
2000-10-13,-344.56268,3.6878622,6.570331,4.837753,-0.82287747,5.9607105,3.5574641,5.716856,3.5881839,4.5250444,4.9035273
2000-10-16,-152.31244,1.228406,-1.6393898,-1.356924,-4.4220405,-1.4825987,-5.2835016,-1.0578326,4.285735,-4.027459,-1.0113617
2000-10-17,158.30315,1.0558466,0.021203736,-3.420721,0.016839921,-1.1657081,0.5349454,-3.6319633,-1.7298892,-3.6868544,-2.648362
2000-10-18,148.75098,-10.732536,-2.1911795,-0.08781771,1.5642344,-0.17454435,2.1626089,-3.884446,0.2643828,-2.3043141,-1.1960697
2000-10-19,152.6611,0.6570175,5.3612075,-3.1576464,11.233482,3.6419382,3.7874434,9.6301365,1.1595836,7.2470617,2.691573
2000-10-23,320.6606,-1.1943083,-1.162366,1.8487363,-2.9435084,-1.461574,0.20590162,1.1813424,-0.7020018,2.0669317,0.17782223
2000-10-25,340.60825,-2.5738127,-3.5821764,-0.92131734,-0.3016616,-1.7327563,-0.6749932,-3.112893,-3.1794984,-0.5717843,-0.01686308
2000-10-26,473.4674,3.2782743,2.294562,-0.053481627,2.8292832,-0.36527774,3.0248165,1.4782827,3.258147,2.9431055,2.6810443
2000-10-27,363.84033,0.60190743,-2.426532,0.068480566,2.8476894,0.15217642,1.4386102,0.404246,1.5844324,-3.6484945,1.2906961
2000-10-30,544.69116,-0.20389047,-2.1411839,1.0723797,1.0623266,-3.0368178,-1.1610345,1.6956172,-3.5062945,1.0068032,-2.5887806
2000-11-02,546.00385,1.8777207,2.6609983,2.3420417,0.4921423,-2.3177295,1.5060903,0.60042137,0.7084699,0.4501452,1.6853014
2000-11-06,605.5786,0.12225486,-1.1535203,-1.0189836,0.9340928,-3.109151,0.5078038,-0.23201387,-0.024322653,-0.13473068,1.1577251
2000-11-07,601.14014,1.0905018,1.1197644,-0.1971876,0.72583723,-1.9252744,-0.3117401,-1.2414366,1.5161035,-1.7616705,-0.39528102
2000-11-08,430.69244,-1.2326353,-3.5896103,-2.1916103,-0.9330463,-2.7783117,-3.0871499,-2.4776485,-2.602325,-2.7837996,-0.8972993
2000-11-09,345.9137,-0.32867506,0.9106711,0.18969782,1.1585994,3.8530118,-1.255684,-0.46159837,1.9753742,-0.1045865,1.4423425
2000-11-13,214.1067,2.9016192,0.26381266,0.71775174,-0.9305062,-1.2197382,1.245922,3.8327878,0.54947114,-0.71325594,-2.898901
2000-11-14,89.55918,1.3431942,2.70297,2.1387193,2.1986122,6.31349,2.829434,3.47651,2.9468248,1.1331035,5.3253775
2000-11-15,-71.15233,-0.099967256,0.41343975,-1.0061542,1.1420777,0.8274968,0.5354044,2.3187342,2.0023892,1.2699801,-0.2032467
2000-11-16,-229.78778,-0.7840626,-2.7543027,-2.3193176,-1.1459378,-2.615065,-1.614518,-1.5765395,1.9212234,-1.192556,0.21111017
2000-11-17,-24.193903,2.4146047,1.7328283,-1.4050461,0.060663298,2.4260018,1.5032017,-2.8991656,0.26760718,-0.55900395,0.7036166
2000-11-20,-184.57771,0.8314409,-1.6775767,1.058463,-1.911634,-7.407293,-0.4278607,-1.6494437,-2.3415775,-0.049232062,-3.8485181
2000-11-21,-164.0746,-3.1625896,2.588174,-0.41560128,0.50809145,-1.7620019,1.4825519,-0.46096778,1.4032995,1.1692132,2.3651714
2000-11-22,-201.89893,-0.023043163,-3.4453738,-0.91716206,0.44480363,-3.3100946,-1.5045245,-0.3214638,-4.8403378,-0.11229052,-4.5927253
2000-11-27,-274.4489,-1.034197,-1.6053306,-1.7320216,0.67330617,-2.0796216,-0.041650876,0.24450554,2.4439037,-2.4668453,-4.50191
2000-11-28,-225.99309,-0.40654266,-0.31864005,-1.8594081,-3.6753104,-1.0131011,-1.9362922,-4.339441,-3.2830398,-3.1346958,-2.7439494
2000-11-29,4.9689155,1.2737979,0.6810796,-1.3956546,-1.9869438,0.44511336,0.66970545,-1.7182467,-0.5800316,1.8110268,-0.28001076
2000-11-30,-57.342182,-4.340971,-4.273629,-3.1555243,-8.41805,7.035947,-4.9227715,-2.2034829,-1.4590863,-2.5865355,-0.61443126
