Date,unemp,sp500,baa,aaa 
2019-12-01,3.6,0.02287555234538388,3.88,3.01
2020-01-01,3.6,0.03143685507518774,3.77,2.94
2020-02-01,3.5,-0.0002711225742913556,3.61,2.78
2020-03-01,4.4,-0.21156175059459312,4.29,3.02
2020-04-01,14.8,0.04048359538871857,4.13,2.43
2020-05-01,13.2,0.05550344123696984,3.95,2.5
2020-06-01,11.0,0.06145498269042971,3.64,2.44
2020-07-01,10.2,0.03262443824702953,3.31,2.14
2020-08-01,8.4,0.05580527724583127,3.27,2.25
2020-09-01,7.8,-0.007752730563846575,3.36,2.31
2020-10-01,6.9,0.015678866504982458,3.44,2.35
2020-11-01,6.7,0.03740339433319798,3.3,2.3
2020-12-01,6.7,0.04040069699579635,3.16,2.26
2021-01-01,6.4,0.02629011072590736,3.24,2.45
2021-02-01,6.2,0.023364766022084267,3.42,2.7
2021-03-01,6.1,0.006948031687676606,3.74,3.04
2021-04-01,6.1,0.0573124933940437,3.6,2.9
2021-05-01,5.8,0.006420350310288396,3.62,2.96
2021-06-01,5.9,0.016806762682193378,3.44,2.79
2021-07-01,5.4,0.02911628737169668,3.24,2.57
2021-08-01,5.1,0.020471665713398375,3.24,2.55
2021-09-01,4.7,-0.0018928271306702415,3.23,2.53
2021-10-01,4.5,0.003405198419113553,3.35,2.68
2021-11-01,4.1,0.045292019895542754,3.28,2.62
2021-12-01,3.9,0.0015812455927582748,3.3,2.65
2022-01-01,4.0,-0.021832808500903647,3.58,2.93
2022-02-01,3.9,-0.030599075691400832,3.97,3.25
2022-03-01,3.7,-0.010131271757742462,4.29,3.43
2022-04-01,3.7,6.99841341779439e-06,4.66,3.76
2022-05-01,3.6,-0.08329060142609668,5.12,4.13
2022-06-01,3.6,-0.03562736188641389,5.27,4.24
2022-07-01,3.5,0.0032731658497443332,5.21,4.06
2022-08-01,3.6,0.061190000492042436,5.15,4.07
2022-09-01,3.5,-0.07696126908336177,5.69,4.59
2022-10-01,3.6,-0.0328593851966041,6.26,5.1
2022-11-01,3.6,0.05010183620539801,6.07,4.9
2022-12-01,3.5,-0.0013046560884884288,5.59,4.43
2023-01-01,3.5,0.01226367422416084,5.5,4.4
2023-02-01,3.6,0.02960990990403602,5.59,4.56
2023-03-01,3.5,-0.02761661878991197,5.71,4.6
2023-04-01,3.4,0.03780616260453843,5.53,4.47
2023-05-01,3.6,0.005976531440018101,5.77,4.67
2023-06-01,3.6,0.046925776182448475,5.75,4.65
2023-07-01,3.5,0.03675877797916154,5.74,4.66
2023-08-01,3.7,-0.011313976309922705,6.02,4.95
2023-09-01,3.7,-0.010886913259161295,6.16,5.13
2023-10-01,3.9,-0.03219592827004878,6.63,5.61
2023-11-01,3.7,0.04368943824876279,6.29,5.28
2023-12-01,3.8,0.049213944015491624,5.64,4.74
2024-01-01,3.7,0.025174306441289762,5.68,4.87
2024-02-01,3.9,0.042276128324006235,5.77,5.03
2024-03-01,3.9,0.031156073934552022,5.75,5.01
2024-04-01,3.9,-0.011296312784684898,6.0,5.28
2024-05-01,3.9,0.0237228165241883,5.95,5.25
2024-06-01,4.1,0.033788907610182044,5.82,5.13
2024-07-01,4.2,0.022435424417143197,5.84,5.12
2024-08-01,4.2,-0.010855009500949843,5.6,4.87
2024-09-01,4.1,0.025776677147014006,5.42,4.68
2024-10-01,4.1,0.029976906202837682,5.63,4.95
2024-11-01,4.2,0.023477221983735603,5.78,5.14
2024-12-01,4.1,0.013565864316427749,5.8,5.2
2025-01-01,4.0,-0.005236361295942579,6.08,5.46
2025-02-01,4.2,0.009847546372445996,5.92,5.32
2025-03-01,4.2,-0.0605348142629458,5.93,5.29
2025-04-01,4.2,-0.05691828375315617,6.18,5.45
2025-05-01,4.3,0.07900481899192488,6.29,5.54
2025-06-01,4.1,0.03700015332181011,6.15,5.46
2025-07-01,4.3,0.043254664564687434,6.1,5.45
2025-08-01,4.3,0.017701734549380097,6.0,5.35
2025-09-01,4.4,0.026949841918478476,5.83,5.21
2025-11-01,4.5,0.0007708253007499417,5.86,5.26
2025-12-01,4.4,0.01649889149358248,5.9,5.31
2026-01-01,4.3,0.011042878351618088,5.88,5.34
2026-02-01,4.4,-0.005109737677734328,5.81,5.3
2026-03-01,4.3,-0.0353422043041989,6.04,5.48
