,indpro,payems,pi_transfer,real_manf_trade,personal_consump,capacity_util
1990-04-01,62.4359,109674.0,7262.7,714267.734,47.95,82.0368
1990-05-01,62.6258,109828.0,7252.9,720071.506,47.916,82.1004
1990-06-01,62.8382,109850.0,7261.7,721932.799,48.068,82.171
1990-07-01,62.7284,109815.0,7289.9,718064.819,48.166,81.8082
1990-08-01,62.9475,109607.0,7242.0,725287.691,48.181,81.9327
1990-09-01,62.9523,109522.0,7231.3,711952.233,48.158,81.6281
1990-10-01,62.5845,109377.0,7159.5,708898.944,47.889,80.9966
1990-11-01,61.7887,109222.0,7156.9,700518.922,47.845,79.8882
1990-12-01,61.3352,109168.0,7186.8,693227.557,47.67,79.1292
1991-01-01,61.1355,109058.0,7117.2,688659.039,47.241,78.5469
1991-02-01,60.6838,108735.0,7116.1,692734.897,47.533,77.8987
1991-03-01,60.3346,108568.0,7120.0,688729.934,48.092,77.2211
1991-04-01,60.4938,108350.0,7136.9,702300.908,47.933,77.4894
1991-05-01,61.0633,108253.0,7134.8,708061.422,48.055,77.9033
1991-06-01,61.5581,108330.0,7174.5,704890.376,48.063,78.5531
1991-07-01,61.7305,108290.0,7156.6,714091.097,48.297,78.9063
1991-08-01,61.7298,108300.0,7166.3,711082.268,48.224,78.909
1991-09-01,62.2195,108335.0,7185.1,714123.541,48.247,79.584
1991-10-01,62.1855,108361.0,7169.7,714844.506,48.053,79.4507
1991-11-01,62.0871,108300.0,7186.3,712530.207,48.28,79.1399
1991-12-01,61.7852,108330.0,7232.8,703459.259,48.363,78.7793
1992-01-01,61.4616,108365.0,7251.5,717085.507,49.068,78.1764
1992-02-01,61.8955,108312.0,7290.1,718889.123,49.123,78.6896
1992-03-01,62.4232,108367.0,7294.4,721782.597,49.213,79.3214
1992-04-01,62.897,108516.0,7313.2,726592.639,49.254,79.5506
1992-05-01,63.104,108646.0,7352.4,720270.973,49.509,79.8097
1992-06-01,63.1363,108706.0,7384.2,727863.941,49.643,79.8526
1992-07-01,63.7176,108793.0,7373.5,737611.395,49.808,80.3764
1992-08-01,63.3613,108916.0,7401.0,725877.682,49.932,79.7617
1992-09-01,63.5703,108951.0,7363.9,735969.997,50.257,79.6862
1992-10-01,63.9995,109139.0,7321.0,738948.786,50.426,79.9437
1992-11-01,64.2422,109283.0,7353.6,740208.073,50.512,80.0445
1992-12-01,64.3507,109502.0,7655.0,751730.303,50.845,79.8526
1993-01-01,64.5978,109790.0,7390.7,753613.224,50.772,80.4309
1993-02-01,64.9089,110047.0,7432.5,752647.131,50.866,80.513
1993-03-01,64.8522,110004.0,7403.9,747888.758,50.728,80.2329
1993-04-01,65.0301,110300.0,7473.1,751753.133,51.07,80.4777
1993-05-01,64.784,110571.0,7476.3,752943.928,51.248,80.2625
1993-06-01,64.9301,110742.0,7456.5,759904.85,51.434,80.052
1993-07-01,65.1052,111054.0,7477.1,756227.926,51.687,80.1149
1993-08-01,65.0267,111200.0,7489.9,760103.116,51.739,79.8052
1993-09-01,65.3717,111448.0,7469.1,766871.78,52.036,80.2402
1993-10-01,65.8509,111734.0,7439.5,770147.367,52.117,80.752
1993-11-01,66.1518,111987.0,7461.7,774098.258,52.263,80.9708
1993-12-01,66.5436,112325.0,7752.5,776545.935,52.447,81.3076
1994-01-01,66.7351,112601.0,7565.0,777430.32,52.59,81.1677
1994-02-01,66.774,112782.0,7574.1,784541.443,53.012,81.0802
1994-03-01,67.4552,113245.0,7597.7,797604.136,53.019,81.933
1994-04-01,67.8541,113589.0,7676.1,793403.311,53.243,82.4124
1994-05-01,68.1663,113922.0,7698.1,795323.482,53.147,82.6321
1994-06-01,68.6265,114239.0,7687.8,802624.459,53.465,82.6188
1994-07-01,68.7178,114608.0,7706.9,799106.148,53.43,82.6498
1994-08-01,69.1785,114902.0,7716.3,817976.218,53.782,83.089
1994-09-01,69.3961,115246.0,7752.9,814435.076,53.862,83.1397
1994-10-01,69.9544,115457.0,7815.2,820651.0,54.197,83.6095
1994-11-01,70.4326,115867.0,7811.0,827881.083,54.237,83.9976
1994-12-01,71.1523,116174.0,7843.2,834098.208,54.381,84.6166
1995-01-01,71.2734,116505.0,7865.0,837783.544,54.379,84.4175
1995-02-01,71.193,116694.0,7881.4,833069.631,54.278,83.9078
1995-03-01,71.3113,116908.0,7899.5,832775.237,54.564,83.8217
1995-04-01,71.1882,117066.0,7912.6,826543.692,54.475,83.2082
1995-05-01,71.5378,117046.0,7912.5,832629.842,54.869,83.1916
1995-06-01,71.7749,117291.0,7948.3,840655.39,55.308,83.2331
1995-07-01,71.4748,117382.0,7974.2,830716.88,55.158,82.3071
1995-08-01,72.4223,117646.0,7989.2,847545.417,55.428,82.8963
1995-09-01,72.7144,117873.0,8026.4,846509.63,55.558,83.25
1995-10-01,72.5866,118026.0,8050.8,846951.822,55.342,82.7324
1995-11-01,72.7779,118165.0,8085.1,853885.107,55.803,82.4035
1995-12-01,73.0305,118325.0,8094.0,857932.126,56.158,82.2529
1996-01-01,72.6125,118317.0,8102.2,849368.258,55.905,81.2592
1996-02-01,73.6752,118738.0,8172.2,857042.936,56.334,82.0152
1996-03-01,73.585,118992.0,8196.0,857469.507,56.607,81.4024
1996-04-01,74.3172,119158.0,8210.4,865141.781,56.816,81.9406
1996-05-01,74.8726,119497.0,8251.9,871724.196,56.89,82.1342
1996-06-01,75.4433,119770.0,8312.8,867614.693,56.956,82.4584
1996-07-01,75.4549,120019.0,8303.0,874466.269,57.077,82.38
1996-08-01,75.8411,120198.0,8338.0,877467.888,57.273,82.3084
1996-09-01,76.3158,120400.0,8369.8,880151.082,57.346,82.4969
1996-10-01,76.3384,120665.0,8375.9,887041.109,57.516,82.0128
1996-11-01,77.0397,120947.0,8405.9,893603.096,57.659,82.3142
1996-12-01,77.5333,121143.0,8442.0,887167.277,57.888,82.5699
1997-01-01,77.6562,121356.0,8477.0,898609.0,58.162,82.2119
1997-02-01,78.5833,121673.0,8516.0,916958.0,58.285,82.8966
1997-03-01,79.082,121991.0,8555.7,917376.0,58.441,83.2201
1997-04-01,79.1747,122289.0,8568.6,920441.0,58.438,82.7028
1997-05-01,79.6133,122560.0,8614.9,920215.0,58.474,82.788
1997-06-01,79.9792,122816.0,8648.6,932603.0,58.763,82.7944
1997-07-01,80.6624,123114.0,8692.3,942048.0,59.312,82.902
1997-08-01,81.4694,123087.0,8748.6,939378.0,59.672,83.3485
1997-09-01,82.2156,123575.0,8778.2,946972.0,59.684,83.5136
1997-10-01,82.9446,123924.0,8831.7,944230.0,59.989,83.6688
1997-11-01,83.5978,124225.0,8902.2,954274.0,60.235,83.8583
1997-12-01,83.9538,124549.0,8957.7,951871.0,60.579,83.6515
1998-01-01,84.3218,124806.0,9045.0,953719.0,60.525,83.6492
1998-02-01,84.4583,125017.0,9112.6,967109.0,60.918,83.1551
1998-03-01,84.488,125165.0,9171.8,971898.0,61.189,82.3971
1998-04-01,84.7779,125445.0,9212.6,973216.0,61.516,82.1691
1998-05-01,85.3367,125845.0,9262.9,976540.0,61.961,82.0271
1998-06-01,84.8248,126076.0,9319.7,972634.0,62.372,80.8666
1998-07-01,84.4986,126212.0,9343.9,966951.0,62.412,80.0244
1998-08-01,86.248,126546.0,9384.0,977500.0,62.697,81.4968
1998-09-01,86.2021,126744.0,9414.7,986814.0,63.163,80.9731
1998-10-01,86.7914,126949.0,9433.7,995183.0,63.376,81.2168
1998-11-01,86.7256,127222.0,9478.1,999456.0,63.548,80.9192
1998-12-01,87.1185,127595.0,9497.8,1007152.0,64.067,81.0067
1999-01-01,87.4949,127699.0,9526.4,1005803.0,64.013,80.8313
1999-02-01,88.027,128117.0,9569.7,1021353.0,64.316,81.1755
1999-03-01,88.2267,128234.0,9574.7,1019851.0,64.624,80.8083
1999-04-01,88.4295,128595.0,9556.6,1018152.0,65.011,80.7354
1999-05-01,88.9886,128813.0,9577.7,1033086.0,65.311,81.0344
1999-06-01,88.9188,129084.0,9612.4,1034140.0,65.586,80.4957
1999-07-01,89.4333,129422.0,9639.2,1035484.0,65.697,80.4847
1999-08-01,89.7924,129572.0,9681.7,1043658.0,66.041,80.634
1999-09-01,89.4299,129771.0,9676.6,1041766.0,66.372,79.9785
1999-10-01,90.523,130178.0,9739.5,1050919.0,66.518,80.7666
1999-11-01,90.9618,130466.0,9816.9,1056351.0,66.845,80.9602
1999-12-01,91.6634,130783.0,9904.0,1060927.0,67.645,81.1849
2000-01-01,91.538,131011.0,10000.3,1069375.0,67.481,80.8292
2000-02-01,91.8239,131120.0,10045.9,1050132.0,68.116,80.6792
2000-03-01,92.1504,131604.0,10078.6,1062548.0,68.451,80.8587
2000-04-01,92.6989,131884.0,10127.6,1071378.0,68.431,81.0265
2000-05-01,92.9499,132105.0,10135.7,1065692.0,68.688,80.701
2000-06-01,92.9862,132063.0,10184.3,1072737.0,68.834,80.5159
2000-07-01,92.8048,132228.0,10244.3,1065977.0,68.882,80.2704
2000-08-01,92.5521,132234.0,10298.3,1066347.0,69.236,79.4606
2000-09-01,92.9792,132337.0,10308.4,1077852.0,69.808,79.5715
2000-10-01,92.6179,132352.0,10337.7,1069627.0,69.765,78.9447
2000-11-01,92.6438,132556.0,10350.5,1061839.0,69.829,78.447
2000-12-01,92.3415,132716.0,10354.8,1070164.0,70.149,77.6908
2001-01-01,91.902,132703.0,10400.3,1061578.0,70.164,77.1264
2001-02-01,91.3034,132788.0,10421.6,1066262.0,70.199,76.3313
2001-03-01,91.1162,132751.0,10452.6,1053481.0,70.141,75.9107
2001-04-01,90.7891,132458.0,10410.4,1045172.0,70.094,75.3521
2001-05-01,90.3555,132408.0,10376.7,1054208.0,70.394,74.7304
2001-06-01,89.8784,132300.0,10362.4,1039840.0,70.438,74.097
2001-07-01,89.3028,132172.0,10360.8,1043806.0,70.588,73.5073
2001-08-01,89.2003,132021.0,10353.3,1052430.0,70.989,73.0372
2001-09-01,88.7485,131763.0,10339.7,1030304.0,70.084,72.5829
2001-10-01,88.5052,131452.0,10281.1,1060915.0,71.89,72.1596
2001-11-01,87.97,131144.0,10274.1,1055757.0,71.633,71.7544
2001-12-01,87.9324,130983.0,10277.7,1057834.0,71.552,71.7863
2002-01-01,88.5176,130859.0,10282.4,1056809.0,71.667,72.1618
2002-02-01,88.5278,130737.0,10284.8,1060653.0,71.951,72.088
2002-03-01,89.1686,130722.0,10284.1,1055421.0,71.937,72.5091
2002-04-01,89.604,130616.0,10280.0,1067559.0,72.321,72.6845
2002-05-01,89.964,130632.0,10307.9,1069774.0,72.041,73.0064
2002-06-01,90.7061,130674.0,10339.8,1073259.0,72.283,73.7004
2002-07-01,90.6769,130584.0,10302.9,1070268.0,72.762,73.6162
2002-08-01,90.5762,130581.0,10300.4,1080545.0,72.868,73.6831
2002-09-01,90.6531,130502.0,10302.1,1071285.0,72.531,73.7166
2002-10-01,90.4643,130617.0,10322.1,1066346.0,72.827,73.5323
2002-11-01,90.9711,130616.0,10344.9,1077771.0,73.035,73.9162
2002-12-01,90.4652,130465.0,10360.2,1069405.0,73.513,73.4884
2003-01-01,91.2361,130573.0,10324.3,1075692.0,73.503,74.1095
2003-02-01,91.3445,130441.0,10285.2,1063803.0,73.266,74.0295
2003-03-01,91.1044,130235.0,10298.6,1073501.0,73.687,74.1193
2003-04-01,90.5617,130173.0,10341.0,1070393.0,74.035,73.6009
2003-05-01,90.537,130197.0,10417.3,1079781.0,74.273,73.6471
2003-06-01,90.6527,130186.0,10450.0,1089890.0,74.671,73.9947
2003-07-01,91.1185,130184.0,10457.1,1098175.0,75.008,74.2472
2003-08-01,90.9197,130153.0,10473.1,1097724.0,75.672,73.9161
2003-09-01,91.5059,130252.0,10491.3,1102189.0,75.452,74.5478
2003-10-01,91.6186,130439.0,10547.7,1104794.0,75.574,74.647
2003-11-01,92.2329,130480.0,10621.1,1109066.0,76.008,75.3087
2003-12-01,92.2602,130589.0,10611.8,1105930.0,76.108,75.2623
2004-01-01,92.4006,130756.0,10578.0,1100415.0,76.355,75.2136
2004-02-01,92.958,130821.0,10580.1,1108947.0,76.51,75.8069
2004-03-01,92.5861,131140.0,10619.2,1134983.0,76.947,75.8094
2004-04-01,92.93,131412.0,10655.2,1122891.0,76.884,76.0725
2004-05-01,93.6013,131697.0,10720.8,1126018.0,77.289,76.628
2004-06-01,92.871,131794.0,10734.6,1124971.0,76.892,76.1259
2004-07-01,93.5649,131854.0,10788.8,1126633.0,77.568,76.8104
2004-08-01,93.6277,131939.0,10816.8,1136416.0,77.855,77.1402
2004-09-01,93.7467,132089.0,10834.4,1141076.0,78.358,77.1344
2004-10-01,94.5465,132429.0,10842.5,1143491.0,78.542,77.7669
2004-11-01,94.7813,132503.0,10809.0,1145583.0,78.683,77.7031
2004-12-01,95.5365,132630.0,11216.7,1163441.0,79.199,78.2322
2005-01-01,95.8801,132781.0,10842.0,1167649.0,79.033,78.6268
2005-02-01,96.5761,133034.0,10836.7,1168023.0,79.383,79.1803
2005-03-01,96.4456,133154.0,10877.8,1160056.0,79.51,78.6751
2005-04-01,96.6532,133520.0,10909.6,1177581.0,80.026,78.8731
2005-05-01,96.7402,133689.0,10963.9,1175330.0,79.917,78.9331
2005-06-01,97.1753,133948.0,10996.5,1186461.0,80.62,78.9349
2005-07-01,96.8676,134300.0,11029.5,1185681.0,81.199,78.4897
2005-08-01,97.1833,134502.0,11028.8,1188599.0,80.839,78.7308
2005-09-01,95.3005,134552.0,10998.5,1182865.0,80.521,77.6962
2005-10-01,96.4572,134641.0,11081.4,1182725.0,80.738,78.6389
2005-11-01,97.5414,134997.0,11158.5,1198972.0,80.976,79.1894
2005-12-01,98.0452,135159.0,11206.7,1205870.0,81.292,79.1365
2006-01-01,98.1999,135427.0,11309.9,1212206.0,81.714,79.5941
2006-02-01,98.2413,135733.0,11389.7,1215079.0,81.885,79.2317
2006-03-01,98.4628,136038.0,11441.6,1217128.0,82.057,79.0731
2006-04-01,98.7618,136210.0,11453.9,1205627.0,82.203,79.2153
2006-05-01,98.7869,136249.0,11437.1,1215535.0,82.341,78.8787
2006-06-01,99.0997,136337.0,11447.3,1212189.0,82.386,78.9462
2006-07-01,99.0489,136529.0,11430.6,1206927.0,82.851,78.5463
2006-08-01,99.4836,136692.0,11414.5,1213695.0,82.576,78.9594
2006-09-01,99.3183,136826.0,11486.6,1213475.0,83.088,78.8808
2006-10-01,99.2044,136843.0,11562.6,1214355.0,83.447,78.3488
2006-11-01,99.1627,137060.0,11624.9,1215059.0,83.477,78.2681
2006-12-01,100.1735,137249.0,11683.5,1234494.0,83.961,79.227
2007-01-01,99.8346,137472.0,11666.7,1226965.0,84.127,78.781
2007-02-01,100.7753,137560.0,11713.7,1234327.0,84.106,78.8347
2007-03-01,100.9547,137784.0,11765.5,1235875.0,84.2,79.285
2007-04-01,101.6334,137847.0,11801.5,1233744.0,84.281,79.5845
2007-05-01,101.7306,137992.0,11811.5,1242000.0,84.405,79.3763
2007-06-01,101.7893,138070.0,11807.8,1240587.0,84.409,79.4851
2007-07-01,101.6672,138044.0,11812.0,1233195.0,84.666,79.2955
2007-08-01,101.863,138013.0,11798.6,1248674.0,85.023,78.8946
2007-09-01,102.0894,138099.0,11808.3,1249279.0,85.095,78.9517
2007-10-01,101.8015,138175.0,11791.6,1255916.0,85.162,78.7002
2007-11-01,102.3446,138290.0,11784.9,1252867.0,85.34,78.9719
2007-12-01,102.3803,138395.0,11825.3,1242662.0,85.286,78.9954
2008-01-01,102.2448,138391.0,11830.2,1248910.0,85.272,78.7582
2008-02-01,101.8438,138329.0,11841.2,1236974.0,84.977,78.161
2008-03-01,101.5336,138259.0,11844.7,1220580.0,85.189,77.8244
2008-04-01,100.8785,138040.0,11775.0,1233018.0,85.327,77.0718
2008-05-01,100.2674,137851.0,11728.6,1224494.0,85.486,76.6191
2008-06-01,100.0335,137700.0,11669.1,1222857.0,85.328,76.1328
2008-07-01,99.676,137497.0,11623.9,1201769.0,84.917,75.4485
2008-08-01,98.1111,137211.0,11680.1,1192943.0,84.907,74.544
2008-09-01,93.7895,136760.0,11678.3,1163601.0,84.343,72.0301
2008-10-01,94.7219,136291.0,11749.8,1152758.0,84.213,71.6296
2008-11-01,93.4715,135541.0,11812.4,1121305.0,83.955,69.9172
2008-12-01,90.8357,134847.0,11680.5,1115214.0,83.711,67.6607
2009-01-01,88.57,134079.0,11475.8,1091570.0,84.092,65.5546
2009-02-01,88.031,133318.0,11296.4,1098345.0,83.747,65.5782
2009-03-01,86.6528,132494.0,11225.3,1075682.0,83.401,64.4771
2009-04-01,85.9344,131822.0,11215.7,1067305.0,83.277,64.107
2009-05-01,85.0665,131466.0,11207.2,1067765.0,83.353,63.5243
2009-06-01,84.7459,131008.0,11120.7,1066077.0,83.376,63.4322
2009-07-01,85.7027,130662.0,11067.3,1081824.0,83.654,64.4955
2009-08-01,86.6426,130472.0,11040.4,1082444.0,84.406,65.3114
2009-09-01,87.4063,130246.0,11032.9,1083725.0,83.627,66.102
2009-10-01,87.6419,130061.0,11031.5,1089060.0,83.722,66.2859
2009-11-01,88.0221,130057.0,11063.7,1097236.0,83.588,67.0806
2009-12-01,88.3793,129808.0,11090.7,1100924.0,84.099,67.1474
2010-01-01,89.3426,129802.0,11065.2,1097775.0,83.945,67.941
2010-02-01,89.6779,129706.0,11055.9,1105025.0,84.259,68.0202
2010-03-01,90.2928,129866.0,11099.4,1119036.0,84.662,68.9678
2010-04-01,90.5991,130120.0,11218.9,1129045.0,84.835,69.624
2010-05-01,91.823,130642.0,11326.7,1125510.0,85.046,70.611
2010-06-01,91.9928,130510.0,11339.4,1136355.0,85.253,70.682
2010-07-01,92.3421,130415.0,11368.1,1145984.0,85.486,71.1601
2010-08-01,92.6805,130415.0,11387.7,1146566.0,85.693,71.3642
2010-09-01,92.9537,130341.0,11399.6,1146388.0,85.774,71.5357
2010-10-01,92.6903,130620.0,11418.9,1152306.0,85.993,71.6761
2010-11-01,92.7709,130749.0,11440.1,1155595.0,86.211,71.8748
2010-12-01,93.6787,130830.0,11523.9,1157650.0,86.325,72.3185
2011-01-01,93.4814,130837.0,11708.4,1171839.0,86.422,72.4358
2011-02-01,93.1102,131057.0,11761.8,1155055.0,86.398,72.6355
2011-03-01,94.0788,131283.0,11734.0,1168286.0,86.697,73.1469
2011-04-01,93.7749,131597.0,11719.4,1164024.0,86.594,72.8001
2011-05-01,93.888,131703.0,11715.9,1154888.0,86.494,72.8134
2011-06-01,94.172,131931.0,11785.7,1166558.0,86.695,72.9204
2011-07-01,94.636,131992.0,11856.3,1171851.0,86.846,73.3492
2011-08-01,95.2749,132125.0,11854.7,1180548.0,86.793,73.6851
2011-09-01,95.1961,132344.0,11840.1,1172878.0,86.936,73.8276
2011-10-01,95.8568,132553.0,11842.3,1187685.0,87.093,74.1656
2011-11-01,95.8485,132690.0,11829.9,1183388.0,86.946,73.9533
2011-12-01,96.3571,132888.0,11949.8,1193759.0,86.985,74.3759
2012-01-01,96.9318,133246.0,12032.0,1200818.0,87.321,74.9205
2012-02-01,97.2435,133509.0,12108.5,1205143.0,87.85,75.1535
2012-03-01,96.74,133748.0,12142.7,1204027.0,87.735,74.669
2012-04-01,97.4359,133825.0,12191.2,1207954.0,87.816,74.9465
2012-05-01,97.6609,133932.0,12183.0,1211617.0,87.822,74.6333
2012-06-01,97.6663,134013.0,12168.5,1208240.0,87.73,74.7583
2012-07-01,97.8713,134157.0,12080.6,1210539.0,87.914,74.5256
2012-08-01,97.4525,134339.0,12061.8,1209461.0,87.932,74.345
2012-09-01,97.381,134517.0,12161.3,1211283.0,88.056,74.1108
2012-10-01,97.7193,134669.0,12268.6,1206602.0,88.05,73.9373
2012-11-01,98.0777,134825.0,12457.7,1228837.0,88.434,74.3212
2012-12-01,98.3101,135074.0,12812.9,1233388.0,88.47,74.7755
2013-01-01,98.3342,135257.0,12052.3,1237216.0,88.864,74.589
2013-02-01,98.7941,135546.0,12028.1,1242279.0,88.849,74.8632
2013-03-01,99.1921,135689.0,12065.8,1235591.0,88.963,74.7698
2013-04-01,99.1065,135873.0,12133.9,1233842.0,88.983,74.5484
2013-05-01,99.1839,136096.0,12186.3,1247803.0,89.237,74.7765
2013-06-01,99.3897,136279.0,12182.7,1243929.0,89.219,74.9749
2013-07-01,99.0814,136391.0,12155.0,1244157.0,89.329,74.4051
2013-08-01,99.6543,136646.0,12176.8,1249320.0,89.464,75.0642
2013-09-01,100.161,136821.0,12235.2,1253661.0,89.733,75.1341
2013-10-01,100.082,137041.0,12189.0,1260475.0,90.023,75.3083
2013-11-01,100.3158,137317.0,12228.0,1275801.0,90.393,75.3105
2013-12-01,100.5175,137372.0,12256.4,1270949.0,90.475,75.2138
2014-01-01,100.1599,137561.0,12325.9,1258055.0,90.176,74.4928
2014-02-01,100.9168,137712.0,12398.8,1268722.0,90.586,75.2268
2014-03-01,101.8942,137985.0,12463.0,1279006.0,91.104,75.9245
2014-04-01,101.9928,138298.0,12494.1,1280443.0,91.253,75.984
2014-05-01,102.3836,138513.0,12517.4,1283964.0,91.451,76.2447
2014-06-01,102.735,138849.0,12562.1,1283791.0,91.772,76.5649
2014-07-01,102.9632,139072.0,12593.5,1291656.0,91.971,76.9794
2014-08-01,102.7688,139269.0,12657.1,1294102.0,92.596,76.5958
2014-09-01,103.0641,139563.0,12701.3,1293829.0,92.623,76.6653
2014-10-01,103.0764,139798.0,12769.9,1295747.0,93.217,76.6657
2014-11-01,103.7126,140089.0,12848.6,1298950.0,93.454,77.2751
2014-12-01,103.7044,140364.0,12933.1,1306392.0,93.713,77.2028
2015-01-01,102.8905,140568.0,13038.7,1308978.0,93.936,76.8495
2015-02-01,102.2335,140827.0,13086.9,1303724.0,94.158,76.373
2015-03-01,101.8914,140923.0,13043.4,1310961.0,94.441,76.7408
2015-04-01,101.3355,141196.0,13080.5,1321167.0,94.614,76.8166
2015-05-01,100.8883,141538.0,13108.5,1307579.0,94.899,76.921
2015-06-01,100.571,141709.0,13116.2,1309833.0,94.966,76.6945
2015-07-01,101.2228,141991.0,13138.7,1313431.0,95.319,77.3337
2015-08-01,101.0367,142125.0,13165.5,1315072.0,95.554,77.1158
2015-09-01,100.7547,142275.0,13200.8,1327948.0,95.61,76.926
2015-10-01,100.2675,142579.0,13235.8,1325144.0,95.676,76.827
2015-11-01,99.5298,142808.0,13227.7,1322511.0,95.835,76.6246
2015-12-01,99.0417,143077.0,13278.2,1320606.0,96.138,76.4118
2016-01-01,99.5607,143210.0,13294.9,1321509.0,96.299,76.6964
2016-02-01,99.0445,143406.0,13288.1,1332078.0,96.941,76.4063
2016-03-01,98.3096,143662.0,13286.4,1332612.0,96.58,76.3208
2016-04-01,98.6421,143854.0,13263.0,1331387.0,96.836,76.2043
2016-05-01,98.4184,143900.0,13253.1,1323914.0,96.995,76.1095
2016-06-01,98.8833,144147.0,13272.8,1331850.0,97.426,76.2442
2016-07-01,98.9992,144520.0,13334.6,1330786.0,97.604,76.2506
2016-08-01,98.85,144661.0,13344.9,1340941.0,97.709,75.904
2016-09-01,98.7457,144967.0,13385.3,1342844.0,97.97,76.0291
2016-10-01,98.7611,145065.0,13402.3,1344497.0,97.925,76.0921
2016-11-01,98.3491,145183.0,13450.8,1345017.0,98.09,76.0292
2016-12-01,99.0214,145408.0,13499.3,1361415.0,98.78,76.0673
2017-01-01,98.7611,145628.0,13541.3,1365202.0,98.839,76.2213
2017-02-01,98.3646,145846.0,13589.2,1363025.0,98.892,76.1845
2017-03-01,99.0137,145970.0,13642.8,1360169.0,99.331,75.9999
2017-04-01,100.0224,146175.0,13682.6,1355381.0,99.364,76.9785
2017-05-01,100.1408,146380.0,13780.7,1360858.0,99.427,76.962
2017-06-01,100.3471,146583.0,13790.9,1365370.0,99.745,77.119
2017-07-01,100.1068,146772.0,13837.7,1370870.0,99.996,76.9178
2017-08-01,99.6925,146919.0,13860.4,1378509.0,100.008,76.8894
2017-09-01,99.7954,147008.0,13903.9,1385196.0,100.555,77.0102
2017-10-01,101.0247,147149.0,13963.2,1393064.0,100.65,77.9179
2017-11-01,101.2664,147372.0,14028.2,1403474.0,101.202,78.0466
2017-12-01,101.4644,147523.0,14062.3,1412747.0,101.992,77.9264
2018-01-01,101.4625,147660.0,14042.8,1394188.0,101.886,77.7567
2018-02-01,101.7085,148054.0,14068.6,1401163.0,101.931,78.4742
2018-03-01,102.2067,148280.0,14103.0,1398064.0,102.226,78.4626
2018-04-01,103.3329,148420.0,14121.8,1398213.0,102.318,79.0447
2018-05-01,102.4024,148742.0,14163.6,1408616.0,102.633,78.4247
2018-06-01,103.198,148960.0,14226.0,1402036.0,102.732,78.9473
2018-07-01,103.3646,149020.0,14298.5,1405164.0,102.95,79.0213
2018-08-01,104.0327,149277.0,14356.7,1412014.0,103.167,79.2129
2018-09-01,104.1004,149358.0,14354.0,1411531.0,102.983,79.2511
2018-10-01,103.9856,149527.0,14370.2,1406996.0,103.284,78.9436
2018-11-01,104.0681,149617.0,14411.1,1411645.0,103.835,78.747
2018-12-01,104.0936,149809.0,14599.3,1408513.0,102.947,79.0103
2019-01-01,103.4021,150060.0,14598.4,1411462.0,103.243,78.3218
2019-02-01,102.8371,150067.0,14633.7,1408768.0,103.294,77.8923
2019-03-01,102.8757,150295.0,14657.7,1405640.0,104.019,77.7067
2019-04-01,102.274,150591.0,14643.3,1394958.0,104.028,77.2434
2019-05-01,102.392,150618.0,14641.9,1403604.0,104.413,77.2603
2019-06-01,102.4375,150838.0,14660.2,1405269.0,104.766,77.6047
2019-07-01,101.9408,150937.0,14651.8,1406165.0,105.261,77.0847
2019-08-01,102.639,151169.0,14726.5,1409855.0,105.665,77.6077
2019-09-01,102.2917,151365.0,14755.6,1405353.0,105.836,77.028
2019-10-01,101.4281,151460.0,14786.5,1389568.0,105.843,76.426
2019-11-01,101.9372,151667.0,14855.3,1396759.0,106.412,77.0781
2019-12-01,101.7003,151794.0,14796.5,1390886.0,106.584,77.2042
2020-01-01,101.0338,152031.0,14945.8,1386608.0,107.073,77.0311
2020-02-01,101.3735,152293.0,15024.6,1391224.0,106.702,77.2279
2020-03-01,97.4078,150895.0,14689.3,1330719.0,99.687,73.7382
2020-04-01,84.5619,130426.0,13786.4,1177479.0,88.774,62.5589
2020-05-01,85.9604,133040.0,14119.0,1276086.0,96.162,65.3028
2020-06-01,91.5934,137671.0,14445.0,1373101.0,101.401,70.4285
2020-07-01,95.0256,139255.0,14562.6,1411729.0,102.956,73.0801
2020-08-01,95.9549,140821.0,14728.2,1413552.0,103.78,74.3046
2020-09-01,95.9669,141770.0,14905.4,1419956.0,105.071,74.4348
2020-10-01,96.7394,142460.0,15127.8,1432103.0,105.391,75.295
2020-11-01,97.0816,142733.0,15108.4,1431857.0,105.114,75.7534
2020-12-01,98.363,142548.0,15089.9,1442553.0,105.538,76.3888
2021-01-01,98.8822,142863.0,15086.9,1472712.0,106.878,77.1897
2021-02-01,95.6149,143380.0,15098.9,1428248.0,105.895,74.1452
2021-03-01,98.3856,144232.0,15241.0,1482801.0,110.454,76.4953
2021-04-01,98.5587,144587.0,15377.5,1483733.0,111.327,76.6806
2021-05-01,99.4333,145065.0,15456.9,1455876.0,111.142,77.5331
2021-06-01,99.7987,145820.0,15508.5,1460523.0,112.053,77.5677
2021-07-01,100.2519,146762.0,15570.0,1465158.0,111.876,78.295
2021-08-01,100.0437,147314.0,15569.7,1451943.0,112.637,77.9251
2021-09-01,98.8579,147771.0,15608.0,1457262.0,112.79,77.0224
2021-10-01,100.1861,148572.0,15663.7,1465891.0,113.505,78.1049
2021-11-01,100.8654,149230.0,15657.2,1470618.0,113.734,78.5506
2021-12-01,100.5726,149816.0,15610.8,1467940.0,113.307,78.4351
2022-01-01,100.1856,150006.0,15496.6,1485162.0,113.372,77.7378
