,cpi,oil_price,ppi,hour_earnings
1919-07-01,,,24.3,
1919-08-01,,,24.9,
1919-09-01,,,24.3,
1919-10-01,,,24.4,
1919-11-01,,,24.9,
1919-12-01,,,26.0,
1920-01-01,,,27.2,
1920-02-01,,,27.1,
1920-03-01,,,27.3,
1920-04-01,,,28.5,
1920-05-01,,,28.8,
1920-06-01,,,28.7,
1920-07-01,,,28.6,
1920-08-01,,,27.8,
1920-09-01,,,26.8,
1920-10-01,,,24.9,
1920-11-01,,,23.0,
1920-12-01,,,20.8,
1921-01-01,,,19.6,
1921-02-01,,,18.1,
1921-03-01,,,17.7,
1921-04-01,,,17.0,
1921-05-01,,,16.6,
1921-06-01,,,16.1,
1921-07-01,,,16.1,
1921-08-01,,,16.1,
1921-09-01,,,16.1,
1921-10-01,,,16.2,
1921-11-01,,,16.2,
1921-12-01,,,16.0,
1922-01-01,,,15.7,
1922-02-01,,,16.0,
1922-03-01,,,16.0,
1922-04-01,,,16.1,
1922-05-01,,,16.6,
1922-06-01,,,16.6,
1922-07-01,,,17.1,
1922-08-01,,,17.0,
1922-09-01,,,17.1,
1922-10-01,,,17.2,
1922-11-01,,,17.3,
1922-12-01,,,17.3,
1923-01-01,,,17.6,
1923-02-01,,,17.8,
1923-03-01,,,18.0,
1923-04-01,,,17.9,
1923-05-01,,,17.5,
1923-06-01,,,17.3,
1923-07-01,,,17.0,
1923-08-01,,,16.9,
1923-09-01,,,17.2,
1923-10-01,,,17.1,
1923-11-01,,,17.0,
1923-12-01,,,16.9,
1924-01-01,,,17.2,
1924-02-01,,,17.2,
1924-03-01,,,17.0,
1924-04-01,,,16.7,
1924-05-01,,,16.5,
1924-06-01,,,16.4,
1924-07-01,,,16.5,
1924-08-01,,,16.7,
1924-09-01,,,16.7,
1924-10-01,,,16.9,
1924-11-01,,,17.1,
1924-12-01,,,17.5,
1925-01-01,,,17.7,
1925-02-01,,,17.9,
1925-03-01,,,17.9,
1925-04-01,,,17.5,
1925-05-01,,,17.5,
1925-06-01,,,17.7,
1925-07-01,,,18.0,
1925-08-01,,,17.9,
1925-09-01,,,17.8,
1925-10-01,,,17.8,
1925-11-01,,,18.0,
1925-12-01,,,17.8,
1926-01-01,,,17.8,
1926-02-01,,,17.6,
1926-03-01,,,17.3,
1926-04-01,,,17.3,
1926-05-01,,,17.3,
1926-06-01,,,17.3,
1926-07-01,,,17.1,
1926-08-01,,,17.1,
1926-09-01,,,17.2,
1926-10-01,,,17.1,
1926-11-01,,,17.0,
1926-12-01,,,16.9,
1927-01-01,,,16.4,
1927-02-01,,,16.6,
1927-03-01,,,16.5,
1927-04-01,,,16.3,
1927-05-01,,,16.2,
1927-06-01,,,16.2,
1927-07-01,,,16.2,
1927-08-01,,,16.4,
1927-09-01,,,16.6,
1927-10-01,,,16.7,
1927-11-01,,,16.6,
1927-12-01,,,16.6,
1928-01-01,,,16.6,
1928-02-01,,,16.5,
1928-03-01,,,16.5,
1928-04-01,,,16.7,
1928-05-01,,,16.8,
1928-06-01,,,16.7,
1928-07-01,,,16.8,
1928-08-01,,,16.8,
1928-09-01,,,17.0,
1928-10-01,,,16.7,
1928-11-01,,,16.5,
1928-12-01,,,16.5,
1929-01-01,,,16.5,
1929-02-01,,,16.4,
1929-03-01,,,16.6,
1929-04-01,,,16.5,
1929-05-01,,,16.3,
1929-06-01,,,16.4,
1929-07-01,,,16.6,
1929-08-01,,,16.6,
1929-09-01,,,16.6,
1929-10-01,,,16.4,
1929-11-01,,,16.1,
1929-12-01,,,16.1,
1930-01-01,,,15.9,
1930-02-01,,,15.7,
1930-03-01,,,15.5,
1930-04-01,,,15.5,
1930-05-01,,,15.3,
1930-06-01,,,15.0,
1930-07-01,,,14.5,
1930-08-01,,,14.5,
1930-09-01,,,14.5,
1930-10-01,,,14.3,
1930-11-01,,,14.0,
1930-12-01,,,13.7,
1931-01-01,,,13.5,
1931-02-01,,,13.2,
1931-03-01,,,13.1,
1931-04-01,,,12.9,
1931-05-01,,,12.6,
1931-06-01,,,12.4,
1931-07-01,,,12.4,
1931-08-01,,,12.4,
1931-09-01,,,12.3,
1931-10-01,,,12.1,
1931-11-01,,,12.1,
1931-12-01,,,11.8,
1932-01-01,,,11.6,
1932-02-01,,,11.4,
1932-03-01,,,11.4,
1932-04-01,,,11.3,
1932-05-01,,,11.1,
1932-06-01,,,11.0,
1932-07-01,,,11.1,
1932-08-01,,,11.2,
1932-09-01,,,11.3,
1932-10-01,,,11.1,
1932-11-01,,,11.0,
1932-12-01,,,10.8,
1933-01-01,,,10.5,
1933-02-01,,,10.3,
1933-03-01,,,10.4,
1933-04-01,,,10.4,
1933-05-01,,,10.8,
1933-06-01,,,11.2,
1933-07-01,,,11.9,
1933-08-01,,,12.0,
1933-09-01,,,12.2,
1933-10-01,,,12.3,
1933-11-01,,,12.3,
1933-12-01,,,12.2,
1934-01-01,,,12.4,
1934-02-01,,,12.7,
1934-03-01,,,12.7,
1934-04-01,,,12.7,
1934-05-01,,,12.7,
1934-06-01,,,12.9,
1934-07-01,,,12.9,
1934-08-01,,,13.2,
1934-09-01,,,13.4,
1934-10-01,,,13.2,
1934-11-01,,,13.2,
1934-12-01,,,13.3,
1935-01-01,,,13.6,
1935-02-01,,,13.7,
1935-03-01,,,13.7,
1935-04-01,,,13.8,
1935-05-01,,,13.8,
1935-06-01,,,13.8,
1935-07-01,,,13.7,
1935-08-01,,,13.9,
1935-09-01,,,13.9,
1935-10-01,,,13.9,
1935-11-01,,,13.9,
1935-12-01,,,14.0,
1936-01-01,,,13.9,
1936-02-01,,,13.9,
1936-03-01,,,13.7,
1936-04-01,,,13.7,
1936-05-01,,,13.5,
1936-06-01,,,13.7,
1936-07-01,,,13.9,
1936-08-01,,,14.0,
1936-09-01,,,14.0,
1936-10-01,,,14.0,
1936-11-01,,,14.2,
1936-12-01,,,14.5,
1937-01-01,,,14.8,
1937-02-01,,,14.9,
1937-03-01,,,15.1,
1937-04-01,,,15.2,
1937-05-01,,,15.1,
1937-06-01,,,15.0,
1937-07-01,,,15.2,
1937-08-01,,,15.1,
1937-09-01,,,15.1,
1937-10-01,,,14.7,
1937-11-01,,,14.4,
1937-12-01,,,14.1,
1938-01-01,,,14.0,
1938-02-01,,,13.8,
1938-03-01,,,13.7,
1938-04-01,,,13.5,
1938-05-01,,,13.5,
1938-06-01,,,13.5,
1938-07-01,,,13.6,
1938-08-01,,,13.4,
1938-09-01,,,13.5,
1938-10-01,,,13.4,
1938-11-01,,,13.4,
1938-12-01,,,13.3,
1939-01-01,,,13.3,
1939-02-01,,,13.3,
1939-03-01,,,13.2,
1939-04-01,,,13.1,
1939-05-01,,,13.1,
1939-06-01,,,13.0,
1939-07-01,,,13.0,
1939-08-01,,,12.9,
1939-09-01,,,13.6,
1939-10-01,,,13.7,
1939-11-01,,,13.6,
1939-12-01,,,13.7,
1940-01-01,,,13.7,
1940-02-01,,,13.6,
1940-03-01,,,13.5,
1940-04-01,,,13.5,
1940-05-01,,,13.5,
1940-06-01,,,13.4,
1940-07-01,,,13.4,
1940-08-01,,,13.4,
1940-09-01,,,13.4,
1940-10-01,,,13.6,
1940-11-01,,,13.7,
1940-12-01,,,13.8,
1941-01-01,,,13.9,
1941-02-01,,,13.9,
1941-03-01,,,14.0,
1941-04-01,,,14.4,
1941-05-01,,,14.6,
1941-06-01,,,15.0,
1941-07-01,,,15.3,
1941-08-01,,,15.6,
1941-09-01,,,15.8,
1941-10-01,,,15.9,
1941-11-01,,,15.9,
1941-12-01,,,16.2,
1942-01-01,,,16.5,
1942-02-01,,,16.7,
1942-03-01,,,16.8,
1942-04-01,,,17.0,
1942-05-01,,,17.0,
1942-06-01,,,17.0,
1942-07-01,,,17.0,
1942-08-01,,,17.1,
1942-09-01,,,17.2,
1942-10-01,,,17.2,
1942-11-01,,,17.3,
1942-12-01,,,17.4,
1943-01-01,,,17.5,
1943-02-01,,,17.7,
1943-03-01,,,17.8,
1943-04-01,,,17.9,
1943-05-01,,,17.9,
1943-06-01,,,17.9,
1943-07-01,,,17.8,
1943-08-01,,,17.8,
1943-09-01,,,17.8,
1943-10-01,,,17.8,
1943-11-01,,,17.7,
1943-12-01,,,17.8,
1944-01-01,,,17.8,
1944-02-01,,,17.8,
1944-03-01,,,17.9,
1944-04-01,,,17.9,
1944-05-01,,,17.9,
1944-06-01,,,18.0,
1944-07-01,,,17.9,
1944-08-01,,,17.9,
1944-09-01,,,17.9,
1944-10-01,,,17.9,
1944-11-01,,,18.0,
1944-12-01,,,18.0,
1945-01-01,,,18.1,
1945-02-01,,,18.1,
1945-03-01,,,18.1,
1945-04-01,,,18.2,
1945-05-01,,,18.3,
1945-06-01,,,18.3,
1945-07-01,,,18.3,
1945-08-01,,,18.2,
1945-09-01,,,18.1,
1945-10-01,,,18.2,
1945-11-01,,,18.4,
1945-12-01,,,18.4,
1946-01-01,,,18.4,
1946-02-01,,,18.5,
1946-03-01,,,18.8,
1946-04-01,,,19.0,
1946-05-01,,,19.1,
1946-06-01,,,19.4,
1946-07-01,,,21.5,
1946-08-01,,,22.2,
1946-09-01,,,21.4,
1946-10-01,,,23.1,
1946-11-01,,,24.1,
1946-12-01,,,24.3,
1947-01-01,21.48,,24.5,
1947-02-01,21.62,,24.7,
1947-03-01,22.0,,25.3,
1947-04-01,22.0,,25.1,
1947-05-01,21.95,,25.0,
1947-06-01,22.08,,25.0,
1947-07-01,22.23,,25.3,
1947-08-01,22.4,,25.6,
1947-09-01,22.84,,26.1,
1947-10-01,22.91,,26.4,
1947-11-01,23.06,,26.7,
1947-12-01,23.41,,27.2,
1948-01-01,23.68,,27.7,
1948-02-01,23.67,,27.2,
1948-03-01,23.5,,27.2,
1948-04-01,23.82,,27.4,
1948-05-01,24.01,,27.5,
1948-06-01,24.15,,27.7,
1948-07-01,24.4,,28.0,
1948-08-01,24.43,,28.2,
1948-09-01,24.36,,28.1,
1948-10-01,24.31,,27.8,
1948-11-01,24.16,,27.8,
1948-12-01,24.05,,27.6,
1949-01-01,24.01,,27.3,
1949-02-01,23.91,,26.8,
1949-03-01,23.91,,26.8,
1949-04-01,23.92,,26.5,
1949-05-01,23.91,,26.3,
1949-06-01,23.92,,26.0,
1949-07-01,23.7,,26.0,
1949-08-01,23.7,,26.0,
1949-09-01,23.75,,26.1,
1949-10-01,23.67,,26.0,
1949-11-01,23.7,,26.0,
1949-12-01,23.61,,25.9,
1950-01-01,23.51,,25.9,
1950-02-01,23.61,,26.1,
1950-03-01,23.64,,26.1,
1950-04-01,23.65,,26.1,
1950-05-01,23.77,,26.4,
1950-06-01,23.88,,26.6,
1950-07-01,24.07,,27.3,
1950-08-01,24.2,,27.9,
1950-09-01,24.34,,28.4,
1950-10-01,24.5,,28.6,
1950-11-01,24.6,,29.0,
1950-12-01,24.98,,29.7,
1951-01-01,25.38,,30.5,
1951-02-01,25.83,,30.9,
1951-03-01,25.88,,30.9,
1951-04-01,25.92,,30.8,
1951-05-01,25.99,,30.7,
1951-06-01,25.93,,30.5,
1951-07-01,25.91,,30.3,
1951-08-01,25.86,,30.1,
1951-09-01,26.03,,30.1,
1951-10-01,26.16,,30.1,
1951-11-01,26.32,,30.1,
1951-12-01,26.47,,30.1,
1952-01-01,26.45,,30.0,
1952-02-01,26.41,,29.8,
1952-03-01,26.39,,29.8,
1952-04-01,26.46,,29.6,
1952-05-01,26.47,,29.6,
1952-06-01,26.53,,29.5,
1952-07-01,26.68,,29.6,
1952-08-01,26.69,,29.8,
1952-09-01,26.63,,29.6,
1952-10-01,26.69,,29.5,
1952-11-01,26.69,,29.3,
1952-12-01,26.71,,29.1,
1953-01-01,26.64,,29.1,
1953-02-01,26.59,,29.1,
1953-03-01,26.63,,29.2,
1953-04-01,26.69,,29.0,
1953-05-01,26.7,,29.1,
1953-06-01,26.77,,29.0,
1953-07-01,26.79,,29.4,
1953-08-01,26.85,,29.3,
1953-09-01,26.89,,29.4,
1953-10-01,26.95,,29.2,
1953-11-01,26.85,,29.1,
1953-12-01,26.87,,29.2,
1954-01-01,26.94,,29.4,
1954-02-01,26.99,,29.3,
1954-03-01,26.93,,29.3,
1954-04-01,26.86,,29.4,
1954-05-01,26.93,,29.4,
1954-06-01,26.94,,29.2,
1954-07-01,26.86,,29.3,
1954-08-01,26.85,,29.3,
1954-09-01,26.81,,29.2,
1954-10-01,26.72,,29.1,
1954-11-01,26.78,,29.2,
1954-12-01,26.77,,29.0,
1955-01-01,26.77,,29.2,
1955-02-01,26.82,,29.3,
1955-03-01,26.79,,29.2,
1955-04-01,26.79,,29.3,
1955-05-01,26.77,,29.1,
1955-06-01,26.71,,29.3,
1955-07-01,26.76,,29.3,
1955-08-01,26.72,,29.4,
1955-09-01,26.85,,29.6,
1955-10-01,26.82,,29.6,
1955-11-01,26.88,,29.5,
1955-12-01,26.87,,29.5,
1956-01-01,26.83,,29.7,
1956-02-01,26.86,,29.8,
1956-03-01,26.89,,29.9,
1956-04-01,26.93,,30.1,
1956-05-01,27.03,,30.3,
1956-06-01,27.15,,30.3,
1956-07-01,27.29,,30.2,
1956-08-01,27.31,,30.4,
1956-09-01,27.35,,30.6,
1956-10-01,27.51,,30.6,
1956-11-01,27.51,,30.7,
1956-12-01,27.63,,30.8,
1957-01-01,27.67,,31.0,
1957-02-01,27.8,,31.0,
1957-03-01,27.86,,31.0,
1957-04-01,27.93,,31.1,
1957-05-01,28.0,,31.0,
1957-06-01,28.11,,31.1,
1957-07-01,28.19,,31.3,
1957-08-01,28.28,,31.4,
1957-09-01,28.32,,31.3,
1957-10-01,28.32,,31.2,
1957-11-01,28.41,,31.3,
1957-12-01,28.47,,31.4,
1958-01-01,28.64,,31.5,
1958-02-01,28.7,,31.5,
1958-03-01,28.87,,31.7,
1958-04-01,28.94,,31.6,
1958-05-01,28.94,,31.7,
1958-06-01,28.91,,31.6,
1958-07-01,28.89,,31.6,
1958-08-01,28.94,,31.6,
1958-09-01,28.91,,31.6,
1958-10-01,28.91,,31.5,
1958-11-01,28.95,,31.6,
1958-12-01,28.97,,31.6,
1959-01-01,29.01,,31.7,
1959-02-01,29.0,,31.7,
1959-03-01,28.97,,31.7,
1959-04-01,28.98,,31.8,
1959-05-01,29.04,,31.8,
1959-06-01,29.11,,31.7,
1959-07-01,29.15,,31.7,
1959-08-01,29.18,,31.6,
1959-09-01,29.25,,31.7,
1959-10-01,29.35,,31.6,
1959-11-01,29.35,,31.5,
1959-12-01,29.41,,31.5,
1960-01-01,29.37,,31.6,
1960-02-01,29.41,,31.6,
1960-03-01,29.41,,31.8,
1960-04-01,29.54,,31.8,
1960-05-01,29.57,,31.7,
1960-06-01,29.61,,31.7,
1960-07-01,29.55,,31.7,
1960-08-01,29.61,,31.6,
1960-09-01,29.61,,31.6,
1960-10-01,29.75,,31.7,
1960-11-01,29.78,,31.7,
1960-12-01,29.81,,31.7,
1961-01-01,29.84,,31.8,
1961-02-01,29.84,,31.8,
1961-03-01,29.84,,31.8,
1961-04-01,29.81,,31.6,
1961-05-01,29.84,,31.5,
1961-06-01,29.84,,31.3,
1961-07-01,29.92,,31.5,
1961-08-01,29.94,,31.5,
1961-09-01,29.98,,31.5,
1961-10-01,29.98,,31.5,
1961-11-01,29.98,,31.5,
1961-12-01,30.01,,31.6,
1962-01-01,30.04,,31.7,
1962-02-01,30.11,,31.7,
1962-03-01,30.17,,31.7,
1962-04-01,30.21,,31.6,
1962-05-01,30.24,,31.5,
1962-06-01,30.21,,31.5,
1962-07-01,30.22,,31.6,
1962-08-01,30.28,,31.6,
1962-09-01,30.42,,31.9,
1962-10-01,30.38,,31.7,
1962-11-01,30.38,,31.7,
1962-12-01,30.38,,31.6,
1963-01-01,30.44,,31.6,
1963-02-01,30.48,,31.5,
1963-03-01,30.51,,31.5,
1963-04-01,30.48,,31.4,
1963-05-01,30.51,,31.5,
1963-06-01,30.61,,31.6,
1963-07-01,30.69,,31.7,
1963-08-01,30.75,,31.6,
1963-09-01,30.72,,31.6,
1963-10-01,30.75,,31.6,
1963-11-01,30.78,,31.7,
1963-12-01,30.88,,31.6,
1964-01-01,30.94,,31.8,2.5
1964-02-01,30.91,,31.6,2.5
1964-03-01,30.94,,31.6,2.51
1964-04-01,30.95,,31.6,2.52
1964-05-01,30.98,,31.5,2.52
1964-06-01,31.01,,31.5,2.53
1964-07-01,31.02,,31.6,2.54
1964-08-01,31.05,,31.6,2.55
1964-09-01,31.08,,31.7,2.56
1964-10-01,31.12,,31.7,2.55
1964-11-01,31.21,,31.7,2.56
1964-12-01,31.25,,31.7,2.58
1965-01-01,31.28,,31.8,2.58
1965-02-01,31.28,,31.9,2.59
1965-03-01,31.31,,31.9,2.61
1965-04-01,31.38,,32.0,2.6
1965-05-01,31.48,,32.1,2.62
1965-06-01,31.61,,32.4,2.63
1965-07-01,31.58,,32.4,2.63
1965-08-01,31.55,,32.4,2.64
1965-09-01,31.62,,32.4,2.65
1965-10-01,31.65,,32.5,2.66
1965-11-01,31.75,,32.6,2.67
1965-12-01,31.85,,32.8,2.67
1966-01-01,31.88,,32.9,2.68
1966-02-01,32.08,,33.2,2.69
1966-03-01,32.18,,33.2,2.7
1966-04-01,32.28,,33.2,2.71
1966-05-01,32.35,,33.2,2.72
1966-06-01,32.38,,33.3,2.73
1966-07-01,32.45,,33.5,2.74
1966-08-01,32.65,,33.6,2.75
1966-09-01,32.75,,33.6,2.76
1966-10-01,32.85,,33.4,2.77
1966-11-01,32.88,,33.3,2.78
1966-12-01,32.92,,33.3,2.78
1967-01-01,32.9,,33.4,2.8
1967-02-01,33.0,,33.4,2.81
1967-03-01,33.0,,33.3,2.81
1967-04-01,33.1,,33.1,2.82
1967-05-01,33.1,,33.3,2.83
1967-06-01,33.3,,33.5,2.85
1967-07-01,33.4,,33.5,2.86
1967-08-01,33.5,,33.4,2.88
1967-09-01,33.6,,33.4,2.88
1967-10-01,33.7,,33.4,2.89
1967-11-01,33.9,,33.4,2.91
1967-12-01,34.0,,33.7,2.92
1968-01-01,34.1,,33.8,2.94
1968-02-01,34.2,,34.0,2.95
1968-03-01,34.3,,34.1,2.97
1968-04-01,34.4,,34.1,2.99
1968-05-01,34.5,,34.2,3.0
1968-06-01,34.7,,34.2,3.01
1968-07-01,34.9,,34.3,3.03
1968-08-01,35.0,,34.2,3.04
1968-09-01,35.1,,34.4,3.07
1968-10-01,35.3,,34.4,3.08
1968-11-01,35.4,,34.5,3.1
1968-12-01,35.6,,34.6,3.11
1969-01-01,35.7,,34.8,3.12
1969-02-01,35.8,,35.0,3.14
1969-03-01,36.1,,35.2,3.16
1969-04-01,36.3,,35.3,3.18
1969-05-01,36.4,,35.5,3.19
1969-06-01,36.6,,35.7,3.21
1969-07-01,36.8,,35.8,3.22
1969-08-01,36.9,,35.7,3.24
1969-09-01,37.1,,35.8,3.26
1969-10-01,37.3,,35.9,3.28
1969-11-01,37.5,,36.1,3.3
1969-12-01,37.7,,36.3,3.31
1970-01-01,37.9,,36.5,3.31
1970-02-01,38.1,,36.7,3.33
1970-03-01,38.3,,36.7,3.36
1970-04-01,38.5,,36.8,3.36
1970-05-01,38.6,,36.8,3.37
1970-06-01,38.8,,36.9,3.4
1970-07-01,38.9,,37.1,3.41
1970-08-01,39.0,,36.9,3.44
1970-09-01,39.2,,37.1,3.45
1970-10-01,39.4,,37.1,3.45
1970-11-01,39.6,,37.1,3.47
1970-12-01,39.8,,37.1,3.5
1971-01-01,39.9,,37.3,3.53
1971-02-01,39.9,,37.7,3.55
1971-03-01,40.0,,37.8,3.56
1971-04-01,40.1,,37.9,3.58
1971-05-01,40.3,,38.1,3.61
1971-06-01,40.5,,38.2,3.62
1971-07-01,40.6,,38.3,3.63
1971-08-01,40.7,,38.5,3.66
1971-09-01,40.8,,38.3,3.67
1971-10-01,40.9,,38.3,3.68
1971-11-01,41.0,,38.3,3.7
1971-12-01,41.1,,38.6,3.73
1972-01-01,41.2,,38.8,3.8
1972-02-01,41.4,,39.2,3.82
1972-03-01,41.4,,39.2,3.84
1972-04-01,41.5,,39.3,3.86
1972-05-01,41.6,,39.5,3.88
1972-06-01,41.7,,39.7,3.88
1972-07-01,41.8,,40.0,3.9
1972-08-01,41.9,,40.1,3.92
1972-09-01,42.1,,40.2,3.94
1972-10-01,42.2,,40.1,3.97
1972-11-01,42.4,,40.3,3.99
1972-12-01,42.5,,41.1,4.0
1973-01-01,42.7,,41.6,4.03
1973-02-01,43.0,,42.4,4.05
1973-03-01,43.4,,43.4,4.06
1973-04-01,43.7,,43.6,4.09
1973-05-01,43.9,,44.5,4.1
1973-06-01,44.2,,45.5,4.12
1973-07-01,44.2,,44.9,4.15
1973-08-01,45.0,,47.5,4.16
1973-09-01,45.2,,46.7,4.2
1973-10-01,45.6,,46.3,4.21
1973-11-01,45.9,,46.5,4.24
1973-12-01,46.3,,47.4,4.25
1974-01-01,46.8,,49.0,4.27
1974-02-01,47.3,,50.0,4.29
1974-03-01,47.8,,50.6,4.32
1974-04-01,48.1,,51.0,4.33
1974-05-01,48.6,,51.8,4.4
1974-06-01,49.0,,52.0,4.44
1974-07-01,49.3,,54.0,4.45
1974-08-01,49.9,,55.9,4.49
1974-09-01,50.6,,55.9,4.53
1974-10-01,51.0,,56.9,4.56
1974-11-01,51.5,,57.4,4.57
1974-12-01,51.9,,57.3,4.6
1975-01-01,52.3,,57.4,4.61
1975-02-01,52.6,,57.2,4.64
1975-03-01,52.8,,56.9,4.67
1975-04-01,53.0,,57.5,4.67
1975-05-01,53.1,,57.9,4.69
1975-06-01,53.5,,58.0,4.72
1975-07-01,54.0,,58.7,4.74
1975-08-01,54.2,,59.0,4.78
1975-09-01,54.6,,59.4,4.79
1975-10-01,54.9,,59.8,4.82
1975-11-01,55.3,,59.5,4.86
1975-12-01,55.6,,59.7,4.87
1976-01-01,55.8,,59.9,4.9
1976-02-01,55.9,,59.9,4.93
1976-03-01,56.0,,60.0,4.95
1976-04-01,56.1,,60.6,4.98
1976-05-01,56.4,,60.8,5.01
1976-06-01,56.7,,61.2,5.03
1976-07-01,57.0,,61.6,5.06
1976-08-01,57.3,,61.4,5.11
1976-09-01,57.6,,61.8,5.14
1976-10-01,57.9,,61.9,5.16
1976-11-01,58.1,,62.0,5.21
1976-12-01,58.4,,62.5,5.23
1977-01-01,58.7,,62.8,5.26
1977-02-01,59.3,,63.5,5.3
1977-03-01,59.6,,64.1,5.32
1977-04-01,60.0,,64.9,5.36
1977-05-01,60.2,,65.2,5.4
1977-06-01,60.5,,65.0,5.42
1977-07-01,60.8,,65.1,5.46
1977-08-01,61.1,,65.0,5.48
1977-09-01,61.3,,65.3,5.51
1977-10-01,61.6,,65.6,5.55
1977-11-01,62.0,,65.8,5.58
1977-12-01,62.3,,66.2,5.61
1978-01-01,62.7,,66.8,5.66
1978-02-01,63.0,,67.5,5.69
1978-03-01,63.4,,68.1,5.73
1978-04-01,63.9,,69.0,5.79
1978-05-01,64.5,,69.5,5.82
1978-06-01,65.0,,70.0,5.86
1978-07-01,65.5,,70.4,5.9
1978-08-01,65.9,,70.4,5.92
1978-09-01,66.5,,71.0,5.97
1978-10-01,67.1,,71.8,6.02
1978-11-01,67.5,,72.1,6.05
1978-12-01,67.9,,72.7,6.1
1979-01-01,68.5,,73.8,6.13
